SLAMBench Report run started:	2018-02-18 01:23:14

Properties:
=================

frame-limit: 0
log-file: out_paper//violons_libkfusion-cuda_rgbd_dataset_freiburg1_xyz.log
input: datasets/TUM/freiburg1/rgbd_dataset_freiburg1_xyz.slam
load-library: build/lib/libkfusion-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9235938,1.229375,0.5171875,0.4875
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8082812,1.076042,0.4978125,0.531875
RGB-intrinsics-parameters: 0.8082812,1.076042,0.4978125,0.531875
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
23	1305031102.9111850262	0.0446477346	0.0271698833	0.0446477346	0.0192971569	0.0054190000	0.0004130000	0.0037420000	0.0000070000	0.0000060000	0.0010910000	14014389	96830484	509673472	3.9713399410	4.0299901962	4.2513952255
24	1305031102.9432289600	0.0453444384	0.0279271564	0.0453444384	0.0191875263	0.0061890000	0.0005310000	0.0040420000	0.0000020000	0.0000150000	0.0012730000	14018117	96830484	509673472	3.9698414803	4.0335536003	4.2626962662
25	1305031102.9752030373	0.0475494377	0.0287120476	0.0475494377	0.0198968655	0.0065730000	0.0005240000	0.0036920000	0.0000140000	0.0000130000	0.0019960000	14021677	96830484	509673472	3.9654788971	4.0359358788	4.2742691040
26	1305031103.0112149715	0.0510677099	0.0295718808	0.0510677099	0.0195053617	0.0062800000	0.0004540000	0.0046000000	0.0000010000	0.0000100000	0.0009890000	14025517	96830484	509673472	3.9648528099	4.0385985374	4.2861418724
27	1305031103.0432269573	0.0534253307	0.0304553419	0.0534253307	0.0191398532	0.0061290000	0.0004180000	0.0044990000	0.0000070000	0.0000070000	0.0010550000	14029245	96830484	509673472	3.9658606052	4.0412397385	4.2976827621
28	1305031103.0753190517	0.0555746518	0.0313524601	0.0555746518	0.0193328588	0.0054690000	0.0005300000	0.0033050000	0.0000020000	0.0000160000	0.0012470000	14032861	96830484	509673472	3.9671397209	4.0437283516	4.3083167076
29	1305031103.1112399101	0.0594786853	0.0323223300	0.0594786853	0.0191764948	0.0065570000	0.0005500000	0.0036630000	0.0000150000	0.0000140000	0.0019550000	14036645	96830484	509673472	3.9668579102	4.0455875397	4.3178997040
30	1305031103.1433179379	0.0581859276	0.0331844499	0.0594786853	0.0188724888	0.0069520000	0.0005270000	0.0047730000	0.0000020000	0.0000140000	0.0012760000	14040317	96830484	509673472	3.9674296379	4.0516200066	4.3274426460
31	1305031103.1754519939	0.0602703467	0.0340581885	0.0602703467	0.0185723416	0.0072050000	0.0005460000	0.0047850000	0.0000150000	0.0000140000	0.0014600000	14043989	96830484	509673472	3.9663927555	4.0536746979	4.3364033699
32	1305031103.2112200260	0.0610791631	0.0349025939	0.0610791631	0.0190973273	0.0062720000	0.0005430000	0.0040410000	0.0000020000	0.0000160000	0.0012830000	14047773	96830484	509673472	3.9658830166	4.0586476326	4.3452482224
33	1305031103.2432160378	0.0621665791	0.0357287753	0.0621665791	0.0188195768	0.0069920000	0.0005540000	0.0040360000	0.0000140000	0.0000150000	0.0019660000	14054573	96830484	509673472	3.9667530060	4.0620617867	4.3542551994
34	1305031103.2753698826	0.0650224090	0.0365903528	0.0650224090	0.0188536840	0.0056970000	0.0005620000	0.0037100000	0.0000020000	0.0000140000	0.0011230000	14064589	96830484	509673472	3.9674243927	4.0629830360	4.3626966476
35	1305031103.3112099171	0.0700994581	0.0375477558	0.0700994581	0.0192337816	0.0043770000	0.0004210000	0.0026880000	0.0000070000	0.0000070000	0.0010510000	14068373	96830484	509673472	3.9659137726	4.0604453087	4.3701758385
36	1305031103.3432230949	0.0758346394	0.0386112803	0.0758346394	0.0198386053	0.0070470000	0.0006240000	0.0047520000	0.0000020000	0.0000170000	0.0012120000	14072101	96830484	509673472	3.9654386044	4.0556082726	4.3751111031
37	1305031103.3753271103	0.0763668492	0.0396317011	0.0763668492	0.0197990422	0.0062000000	0.0005880000	0.0032610000	0.0000140000	0.0000140000	0.0018940000	14075717	96830484	509673472	3.9692049026	4.0556783676	4.3777923584
38	1305031103.4112598896	0.0775985792	0.0406308295	0.0775985792	0.0196909668	0.0058010000	0.0005310000	0.0035930000	0.0000020000	0.0000140000	0.0012280000	14079501	96830484	509673472	3.9701254368	4.0531787872	4.3786320686
39	1305031103.4432799816	0.0807400197	0.0416592702	0.0807400197	0.0195189872	0.0056940000	0.0004550000	0.0037750000	0.0000110000	0.0000080000	0.0011610000	14083229	96830484	509673472	3.9694423676	4.0481290817	4.3773789406
40	1305031103.4752740860	0.0811274201	0.0426459740	0.0811274201	0.0192862609	0.0044660000	0.0004580000	0.0027490000	0.0000010000	0.0000100000	0.0009610000	14086845	96830484	509673472	3.9697213173	4.0450778008	4.3745708466
41	1305031103.5113329887	0.0811965093	0.0435862310	0.0811965093	0.0191503017	0.0065160000	0.0004560000	0.0041830000	0.0000100000	0.0000090000	0.0015700000	14090629	96830484	509673472	3.9700074196	4.0407757759	4.3698401451
42	1305031103.5434439182	0.0811142325	0.0444797548	0.0811965093	0.0190238038	0.0069630000	0.0005310000	0.0047250000	0.0000010000	0.0000140000	0.0012530000	14094357	96830484	509673472	3.9699914455	4.0357689857	4.3631567955
43	1305031103.5754740238	0.0802898780	0.0453125484	0.0811965093	0.0188447384	0.0061060000	0.0005310000	0.0036490000	0.0000150000	0.0000130000	0.0014600000	14097973	96830484	509673472	3.9710965157	4.0310363770	4.3548965454
44	1305031103.6112229824	0.0770353973	0.0460335222	0.0811965093	0.0187143310	0.0055770000	0.0005270000	0.0033360000	0.0000020000	0.0000130000	0.0012490000	14101757	96830484	509673472	3.9728920460	4.0282764435	4.3457398415
45	1305031103.6434450150	0.0753280148	0.0466845109	0.0811965093	0.0185059980	0.0058780000	0.0004560000	0.0034840000	0.0000100000	0.0000110000	0.0016120000	14105485	96830484	509673472	3.9738070965	4.0236849785	4.3359355927
46	1305031103.6755230427	0.0724244937	0.0472440758	0.0811965093	0.0183347242	0.0056400000	0.0004210000	0.0041050000	0.0000010000	0.0000070000	0.0008760000	14109101	96830484	509673472	3.9728190899	4.0198326111	4.3255743980
47	1305031103.7116100788	0.0688742995	0.0477042933	0.0811965093	0.0181523716	0.0052090000	0.0004190000	0.0034250000	0.0000080000	0.0000080000	0.0011110000	14112885	96830484	509673472	3.9738509655	4.0162053108	4.3144388199
48	1305031103.7433259487	0.0657903552	0.0480810863	0.0811965093	0.0180070056	0.0053500000	0.0005270000	0.0029890000	0.0000020000	0.0000140000	0.0013390000	14116613	96830484	509673472	3.9764883518	4.0123662949	4.3024878502
49	1305031103.7753419876	0.0637665316	0.0484011974	0.0811965093	0.0178198511	0.0065240000	0.0005280000	0.0033410000	0.0000140000	0.0000120000	0.0021340000	14120229	96830484	509673472	3.9763774872	4.0067248344	4.2898945808
50	1305031103.8112421036	0.0589137189	0.0486114478	0.0811965093	0.0180198094	0.0072010000	0.0005270000	0.0048130000	0.0000030000	0.0000140000	0.0013540000	14124013	96830484	509673472	3.9775798321	4.0048761368	4.2767825127
51	1305031103.8432509899	0.0549918897	0.0487365545	0.0811965093	0.0180059903	0.0066550000	0.0004530000	0.0045510000	0.0000100000	0.0000090000	0.0013020000	14127741	96830484	509673472	3.9790356159	4.0025854111	4.2640271187
52	1305031103.8753609657	0.0524206422	0.0488074024	0.0811965093	0.0179491745	0.0062380000	0.0004580000	0.0045340000	0.0000010000	0.0000080000	0.0009840000	14131357	96830484	509673472	3.9783596992	3.9991414547	4.2519979477
53	1305031103.9112210274	0.0556625500	0.0489367448	0.0811965093	0.0188995695	0.0069050000	0.0005280000	0.0036230000	0.0000150000	0.0000140000	0.0022150000	14135141	96830484	509673472	3.9783575535	3.9886143208	4.2391419411
54	1305031103.9432110786	0.0558765978	0.0490652606	0.0811965093	0.0187672012	0.0061960000	0.0004540000	0.0044670000	0.0000010000	0.0000070000	0.0010070000	14138869	96830484	509673472	3.9791555405	3.9813926220	4.2256288528
55	1305031103.9753730297	0.0519678183	0.0491180343	0.0811965093	0.0187076146	0.0064240000	0.0004550000	0.0044660000	0.0000070000	0.0000060000	0.0012240000	14142541	96830484	509673472	3.9803013802	3.9784507751	4.2111082077
56	1305031104.0112318993	0.0503385104	0.0491398286	0.0811965093	0.0189031086	0.0057940000	0.0005330000	0.0032870000	0.0000020000	0.0000150000	0.0014290000	14146269	96830484	509673472	3.9830539227	3.9732372761	4.1966252327
57	1305031104.0432488918	0.0481104068	0.0491217685	0.0811965093	0.0188414009	0.0078010000	0.0005260000	0.0047300000	0.0000150000	0.0000120000	0.0021540000	14149997	96830484	509673472	3.9865753651	3.9676582813	4.1817440987
58	1305031104.0754249096	0.0415146127	0.0489906107	0.0811965093	0.0188768792	0.0048030000	0.0004200000	0.0030520000	0.0000010000	0.0000080000	0.0010520000	14153613	96830484	509673472	3.9870052338	3.9672541618	4.1664223671
59	1305031104.1112349033	0.0357050300	0.0487654313	0.0811965093	0.0188046999	0.0062050000	0.0004020000	0.0043780000	0.0000060000	0.0000050000	0.0011800000	14157397	96830484	509673472	3.9883944988	3.9667241573	4.1516180038
60	1305031104.1432299614	0.0334548540	0.0485102550	0.0811965093	0.0187606396	0.0058500000	0.0005290000	0.0032960000	0.0000020000	0.0000190000	0.0014470000	14161125	96830484	509673472	3.9907019138	3.9611420631	4.1371164322
61	1305031104.1754240990	0.0298940595	0.0482050715	0.0811965093	0.0187043848	0.0072080000	0.0005270000	0.0040320000	0.0000140000	0.0000150000	0.0022330000	14164741	96830484	509673472	3.9872705936	3.9578220844	4.1231231689
62	1305031104.2112829685	0.0269866232	0.0478628385	0.0811965093	0.0186048385	0.0051990000	0.0004730000	0.0031340000	0.0000010000	0.0000100000	0.0012000000	14168525	96830484	509673472	3.9878978729	3.9558768272	4.1095046997
63	1305031104.2431960106	0.0239972398	0.0474840194	0.0811965093	0.0184819104	0.0061010000	0.0004550000	0.0038240000	0.0000100000	0.0000080000	0.0014190000	14172253	96830484	509673472	3.9890930653	3.9524769783	4.0963754654
64	1305031104.2755460739	0.0197022911	0.0470499299	0.0811965093	0.0183431273	0.0069890000	0.0005300000	0.0047950000	0.0000020000	0.0000140000	0.0012570000	14175869	96830484	509673472	3.9895734787	3.9513254166	4.0832118988
65	1305031104.3112189770	0.0164034367	0.0465784454	0.0811965093	0.0182450439	0.0057670000	0.0004630000	0.0027850000	0.0000120000	0.0000090000	0.0020910000	14185797	96830484	509673472	3.9910230637	3.9509201050	4.0705366135
66	1305031104.3433420658	0.0120346053	0.0460550539	0.0811965093	0.0181470880	0.0052430000	0.0004250000	0.0034030000	0.0000010000	0.0000080000	0.0011020000	14202325	96830484	509673472	3.9924733639	3.9502434731	4.0582623482
67	1305031104.3758370876	0.0093889795	0.0455077991	0.0811965093	0.0180733316	0.0059060000	0.0005300000	0.0029470000	0.0000160000	0.0000130000	0.0018080000	14205941	96830484	509673472	3.9931848049	3.9502398968	4.0463914871
68	1305031104.4115090370	0.0065578562	0.0449350058	0.0811965093	0.0180054214	0.0063630000	0.0005290000	0.0036500000	0.0000020000	0.0000140000	0.0015730000	14209725	96830484	509673472	3.9933609962	3.9497370720	4.0350332260
69	1305031104.4432880878	0.0045663570	0.0443499529	0.0811965093	0.0179306691	0.0065750000	0.0005260000	0.0029210000	0.0000140000	0.0000150000	0.0025760000	14213397	96830484	509673472	3.9936506748	3.9486737251	4.0246367455
70	1305031104.4754559994	0.0045673465	0.0437816300	0.0811965093	0.0178549072	0.0046200000	0.0004500000	0.0024210000	0.0000010000	0.0000110000	0.0013290000	14217069	96830484	509673472	3.9928319454	3.9481432438	4.0151948929
71	1305031104.5113289356	0.0073851417	0.0432690034	0.0811965093	0.0179347906	0.0062560000	0.0004520000	0.0038000000	0.0000100000	0.0000100000	0.0015530000	14220853	96830484	509673472	3.9901483059	3.9458870888	4.0059685707
72	1305031104.5433681011	0.0059270533	0.0427503652	0.0811965093	0.0179056228	0.0053840000	0.0004550000	0.0031570000	0.0000010000	0.0000110000	0.0013440000	14224581	96830484	509673472	3.9909369946	3.9422233105	3.9962768555
73	1305031104.5753428936	0.0045432854	0.0422269805	0.0811965093	0.0180119956	0.0062590000	0.0004570000	0.0031170000	0.0000100000	0.0000080000	0.0022490000	14228141	96830484	509673472	3.9940152168	3.9403171539	3.9862954617
74	1305031104.6113359928	0.0067798891	0.0417479658	0.0811965093	0.0186922486	0.0043070000	0.0005250000	0.0025840000	0.0000000000	0.0000030000	0.0010490000	14231981	96830484	509673472	3.9984571934	3.9357645512	3.9751853943
75	1305031104.6432430744	0.0103741139	0.0413296477	0.0811965093	0.0186892506	0.0043570000	0.0003570000	0.0025470000	0.0000040000	0.0000030000	0.0013040000	14235653	96830484	509673472	4.0061931610	3.9320588112	3.9621174335
76	1305031104.6755249500	0.0169395506	0.0410087254	0.0811965093	0.0185706314	0.0041530000	0.0003600000	0.0025660000	0.0000000000	0.0000040000	0.0010770000	14239325	96830484	509673472	4.0107893944	3.9379541874	3.9479658604
77	1305031104.7112770081	0.0213630125	0.0407535863	0.0811965093	0.0187540497	0.0049570000	0.0003620000	0.0025200000	0.0000030000	0.0000020000	0.0019210000	14243109	96830484	509673472	4.0135140419	3.9396564960	3.9331431389
78	1305031104.7432799339	0.0287972223	0.0406002996	0.0811965093	0.0186540704	0.0078160000	0.0005370000	0.0047890000	0.0000020000	0.0000160000	0.0018030000	14246781	96830484	509673472	4.0140395164	3.9449841976	3.9176816940
79	1305031104.7753269672	0.0388388522	0.0405780028	0.0811965093	0.0185577785	0.0075500000	0.0005360000	0.0043070000	0.0000140000	0.0000130000	0.0020120000	14250397	96830484	509673472	4.0167222023	3.9519088268	3.9037456512
80	1305031104.8114650249	0.0465800501	0.0406530284	0.0811965093	0.0184874064	0.0062810000	0.0004560000	0.0038200000	0.0000010000	0.0000100000	0.0015400000	14254237	96830484	509673472	4.0193457603	3.9573674202	3.8916373253
81	1305031104.8432579041	0.0574015938	0.0408598008	0.0811965093	0.0183977272	0.0063750000	0.0004210000	0.0033210000	0.0000080000	0.0000060000	0.0022730000	14257909	96830484	509673472	4.0245218277	3.9649987221	3.8812346458
82	1305031104.8753499985	0.0631006733	0.0411310309	0.0811965093	0.0184197300	0.0063250000	0.0004050000	0.0043300000	0.0000010000	0.0000060000	0.0012950000	14261581	96830484	509673472	4.0253348351	3.9699344635	3.8749635220
83	1305031104.9115340710	0.0690760911	0.0414677184	0.0811965093	0.0183531638	0.0051930000	0.0004030000	0.0029530000	0.0000060000	0.0000060000	0.0015380000	14265365	96830484	509673472	4.0270199776	3.9757661819	3.8711888790
84	1305031104.9432621002	0.0730758011	0.0418440051	0.0811965093	0.0182496704	0.0063450000	0.0004030000	0.0043290000	0.0000010000	0.0000060000	0.0013160000	14269037	96830484	509673472	4.0282540321	3.9795072079	3.8702900410
85	1305031104.9752020836	0.0746967122	0.0422305075	0.0811965093	0.0182269853	0.0065340000	0.0003950000	0.0036210000	0.0000060000	0.0000050000	0.0022160000	14272709	96830484	509673472	4.0284028053	3.9818019867	3.8721165657
86	1305031105.0112900734	0.0784286410	0.0426514161	0.0811965093	0.0182971961	0.0053360000	0.0004080000	0.0033250000	0.0000010000	0.0000060000	0.0013110000	14276493	96830484	509673472	4.0291728973	3.9877743721	3.8782751560
87	1305031105.0433731079	0.0813989863	0.0430967904	0.0813989863	0.0182511623	0.0066080000	0.0003990000	0.0043540000	0.0000060000	0.0000060000	0.0015530000	14280165	96830484	509673472	4.0292067528	3.9939043522	3.8861296177
88	1305031105.0753200054	0.0782690346	0.0434964750	0.0813989863	0.0181822922	0.0046470000	0.0004000000	0.0026410000	0.0000010000	0.0000060000	0.0012950000	14283837	96830484	509673472	4.0260066986	3.9942326546	3.8962740898
89	1305031105.1112990379	0.0761289448	0.0438631320	0.0813989863	0.0180953595	0.0058970000	0.0003970000	0.0030050000	0.0000060000	0.0000050000	0.0021750000	14287621	96830484	509673472	4.0240287781	3.9940075874	3.9074983597
90	1305031105.1431059837	0.0710838363	0.0441655843	0.0813989863	0.0180836935	0.0061010000	0.0005310000	0.0029320000	0.0000010000	0.0000140000	0.0018830000	14291293	96830484	509673472	4.0196180344	3.9925308228	3.9200599194
91	1305031105.1751589775	0.0692730471	0.0444414904	0.0813989863	0.0185311353	0.0062870000	0.0005310000	0.0029420000	0.0000140000	0.0000120000	0.0020400000	14294965	96830484	509673472	4.0152425766	3.9975562096	3.9365043640
92	1305031105.2112679482	0.0653712973	0.0446689883	0.0813989863	0.0185580142	0.0072920000	0.0005320000	0.0047640000	0.0000020000	0.0000160000	0.0014700000	14298749	96830484	509673472	4.0104703903	3.9985980988	3.9543125629
93	1305031105.2432699203	0.0548983961	0.0447789820	0.0813989863	0.0185541239	0.0053900000	0.0004210000	0.0026940000	0.0000060000	0.0000050000	0.0019560000	14302421	96830484	509673472	4.0068311691	3.9912550449	3.9692347050
94	1305031105.2752881050	0.0486330576	0.0448199828	0.0813989863	0.0187137098	0.0065350000	0.0004560000	0.0041150000	0.0000010000	0.0000110000	0.0013850000	14306093	96830484	509673472	4.0029506683	3.9906890392	3.9858636856
95	1305031105.3112900257	0.0421652868	0.0447920386	0.0813989863	0.0187025150	0.0051750000	0.0004660000	0.0025690000	0.0000100000	0.0000100000	0.0015740000	14309877	96830484	509673472	3.9950792789	3.9886286259	4.0023078918
96	1305031105.3433020115	0.0337728783	0.0446772557	0.0813989863	0.0186275430	0.0058580000	0.0005280000	0.0029430000	0.0000020000	0.0000140000	0.0015890000	14313549	96830484	509673472	3.9893703461	3.9846174717	4.0176672935
97	1305031105.3753380775	0.0263183378	0.0444879885	0.0813989863	0.0187629679	0.0068150000	0.0005290000	0.0029740000	0.0000150000	0.0000130000	0.0025010000	14317221	96830484	509673472	3.9844853878	3.9794349670	4.0319175720
98	1305031105.4112861156	0.0249307696	0.0442884250	0.0813989863	0.0187955357	0.0054500000	0.0004530000	0.0031590000	0.0000010000	0.0000090000	0.0012640000	14321005	96830484	509673472	3.9820704460	3.9786646366	4.0462956429
99	1305031105.4433159828	0.0220993720	0.0440642932	0.0813989863	0.0187128864	0.0056700000	0.0005250000	0.0025830000	0.0000140000	0.0000120000	0.0017440000	14324677	96830484	509673472	3.9774212837	3.9829874039	4.0610342026
100	1305031105.4752800465	0.0181050282	0.0438047005	0.0813989863	0.0186459055	0.0064770000	0.0005260000	0.0036720000	0.0000020000	0.0000140000	0.0014520000	14328349	96830484	509673472	3.9745833874	3.9801354408	4.0751070976
101	1305031105.5113320351	0.0191012416	0.0435601118	0.0813989863	0.0186275316	0.0053280000	0.0004530000	0.0024130000	0.0000100000	0.0000080000	0.0018880000	14332133	96830484	509673472	3.9734103680	3.9811213017	4.0892281532
102	1305031105.5432820320	0.0173193272	0.0433028492	0.0813989863	0.0185571783	0.0053750000	0.0005300000	0.0025850000	0.0000020000	0.0000150000	0.0014270000	14335805	96830484	509673472	3.9718785286	3.9825701714	4.1032299995
103	1305031105.5754489899	0.0173555221	0.0430509334	0.0813989863	0.0184718855	0.0059170000	0.0005230000	0.0029310000	0.0000150000	0.0000130000	0.0016080000	14339477	96830484	509673472	3.9711656570	3.9818058014	4.1167321205
104	1305031105.6113779545	0.0208569653	0.0428375299	0.0813989863	0.0183882104	0.0065320000	0.0004530000	0.0045400000	0.0000010000	0.0000110000	0.0011150000	14343261	96830484	509673472	3.9703161716	3.9835596085	4.1304140091
105	1305031105.6432731152	0.0232942663	0.0426514036	0.0813989863	0.0183647704	0.0064490000	0.0005240000	0.0029580000	0.0000140000	0.0000130000	0.0021560000	14346933	96830484	509673472	3.9703016281	3.9824786186	4.1442580223
106	1305031105.6751658916	0.0235831030	0.0424715140	0.0813989863	0.0183284885	0.0047960000	0.0004480000	0.0027530000	0.0000010000	0.0000100000	0.0010580000	14350605	96830484	509673472	3.9692029953	3.9850523472	4.1583456993
107	1305031105.7113089561	0.0277902596	0.0423343060	0.0813989863	0.0184172229	0.0060960000	0.0004490000	0.0038170000	0.0000100000	0.0000080000	0.0012810000	14354389	96830484	509673472	3.9711775780	3.9876475334	4.1717758179
108	1305031105.7433118820	0.0305828582	0.0422254963	0.0813989863	0.0183387051	0.0048380000	0.0004610000	0.0027710000	0.0000010000	0.0000100000	0.0010590000	14358061	96830484	509673472	3.9726264477	3.9884402752	4.1854834557
109	1305031105.7753388882	0.0288872719	0.0421031272	0.0813989863	0.0182622118	0.0055430000	0.0004530000	0.0027810000	0.0000090000	0.0000100000	0.0017510000	14361733	96830484	509673472	3.9728925228	3.9941997528	4.1993141174
110	1305031105.8112831116	0.0342789739	0.0420319986	0.0813989863	0.0181979927	0.0059800000	0.0005250000	0.0033240000	0.0000020000	0.0000160000	0.0012990000	14365517	96830484	509673472	3.9727077484	3.9959790707	4.2128524780
111	1305031105.8432710171	0.0352605581	0.0419709946	0.0813989863	0.0181183998	0.0058050000	0.0005240000	0.0029320000	0.0000150000	0.0000130000	0.0015050000	14369189	96830484	509673472	3.9726564884	3.9990558624	4.2265663147
