SLAMBench Report run started:	2023-08-27 04:34:22

Properties:
=================

frame-limit: 0
start-frame: 0
log-file: /home/yuhao/slambench/result/kitti/legoloam/legoloam-kitti-result.txt
input: /home/yuhao/slambench/datasets/KITTI/2011_09_30_drive_0027/2011_09_30_drive_0027_sync.slam
load-slam-library: ./liblegoloam-original-library.so
save-groundtruth: 
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
alignment-technique: new
gui: true
lifelong: false
Grey-intrinsics-parameters: 0.577416,1.911057,0.4909358,0.4948929
Grey-intrinsics-parameters: 0.577416,1.911057,0.4909358,0.4948929
configuration: ../configs/configs.yaml

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	OrientationError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	X	Y	Z
30	45628.5661086350	0.0816747919	179.8896701331	0.1213837542	0.3069732487	0.2255658020	0.1456470000	35160510	0	-2.7608864307	-0.0578150637	4.7623810768
31	45628.6698084900	0.2127712667	179.8637973765	0.1257995415	0.3124572039	0.2304138282	0.0232040000	34902639	0	-2.7608864307	-0.0578150637	4.7623810768
32	45628.7735369420	0.0854752585	179.9485190430	0.1243231771	0.3084932268	0.2332371803	0.0963440000	41382740	0	-3.3348317146	-0.0573373921	5.0553865433
33	45628.8772413960	0.2267877758	179.9727798749	0.1289736100	0.3143291473	0.2379246490	0.0216500000	38326981	0	-3.3348317146	-0.0573373921	5.0553865433
34	45628.9809431320	0.0852539167	179.9856889325	0.1274090433	0.3104840219	0.2404442517	0.0965250000	39359850	0	-3.9803080559	-0.0520904846	5.2882947922
35	45629.0846919600	0.2501862943	180.0429532385	0.1325844531	0.3170500398	0.2451167962	0.0253930000	38970991	0	-3.9803080559	-0.0520904846	5.2882947922
36	45629.1884679580	0.0774763301	180.0112475003	0.1307395989	0.3137822449	0.2474389494	0.1387970000	39250312	0	-4.6898288727	-0.0410017483	5.4589109421
37	45629.2922678820	0.2792537212	179.9123327008	0.1365257015	0.3215134442	0.2521904355	0.0221180000	39232897	0	-4.6898288727	-0.0410017483	5.4589109421
38	45629.3961085050	0.0785593837	179.8191825809	0.1346577780	0.3184318244	0.2548501449	0.1363310000	40354466	0	-5.4559798241	-0.0416164510	5.5923018456
39	45629.5000169310	0.3050015569	179.9986662919	0.1408917741	0.3267509341	0.2586344074	0.0216050000	39819815	0	-5.4559798241	-0.0416164510	5.5923018456
40	45629.6040124080	0.0724886581	180.0699051649	0.1388309209	0.3245410621	0.2598662107	0.1741320000	41076856	0	-6.2740888596	-0.0297055673	5.6422953606
41	45629.7080859680	0.3436397314	180.1988454761	0.1457416648	0.3436397314	0.2637300590	0.0211690000	40409229	0	-6.2740888596	-0.0297055673	5.6422953606
42	45629.8121972490	0.0939288437	180.1830813995	0.1440977528	0.3550224602	0.2648872846	0.1544910000	41768358	0	-7.1607389450	-0.0061094258	5.6433939934
43	45629.9163377150	0.3673768342	180.2138718922	0.1510602102	0.3673768342	0.2693520169	0.0216010000	40952851	0	-7.1607389450	-0.0061094258	5.6433939934
44	45630.0205435440	0.1235402673	180.2718465379	0.1500013185	0.3787403405	0.2710745514	0.1336140000	44820320	0	-8.1040887833	0.0018303122	5.6009855270
45	45630.1248157200	0.3933520019	180.3364601275	0.1570813648	0.3933520019	0.2766202490	0.0207400000	43530237	0	-8.1040887833	0.0018303122	5.6009855270
46	45630.2291183150	0.1763456911	180.3457082036	0.1570435699	0.4072917998	0.2802536263	0.1357480000	45363786	0	-9.1330518723	0.0230603497	5.5140380859
47	45630.3334456880	0.4063944519	180.3070903140	0.1639467271	0.4063944519	0.2873489857	0.0223960000	44305831	0	-9.1330518723	0.0230603497	5.5140380859
48	45630.4377966620	0.2385388017	180.3735070735	0.1651155485	0.4227254093	0.2934464081	0.1236320000	45904200	0	-10.2387447357	0.0288802274	5.3967924118
49	45630.5421478410	0.4083403349	180.5142226308	0.1716723663	0.4083403349	0.3019005190	0.0187800000	44720253	0	-10.2387447357	0.0288802274	5.3967924118
50	45630.6464978460	0.2984428108	180.5153154611	0.1739907552	0.4269724786	0.3099061985	0.1218810000	46376334	0	-11.4177799225	0.0397945382	5.2661461830
51	45630.7508254480	0.4076444507	180.3739442056	0.1801889995	0.4076444507	0.3194774922	0.0205060000	45089271	0	-11.4177799225	0.0397945382	5.2661461830
52	45630.8551276130	0.3505893350	180.2384332525	0.1835440769	0.4265167117	0.3290494322	0.1117140000	46859296	0	-12.6588582993	0.0608092584	5.1356444359
53	45630.9594296320	0.4094669223	180.2775155949	0.1894350213	0.4094669223	0.3392903098	0.0208210000	45487413	0	-12.6588582993	0.0608092584	5.1356444359
54	45631.0637332470	0.3921558261	180.4254438320	0.1936467542	0.4296741784	0.3491582099	0.1286680000	47319074	0	-13.9674949646	0.0721834749	5.0052876472
55	45631.1679888860	0.4006274045	180.5262301034	0.1989897900	0.4040624797	0.3591106220	0.0208590000	45963455	0	-13.9674949646	0.0721834749	5.0052876472
56	45631.2722175530	0.4286702275	180.5552447470	0.2039741227	0.4286702275	0.3686872352	0.1216980000	47837996	0	-15.3327264786	0.0883312449	4.8737087250
57	45631.3764235590	0.4026504755	180.5123511590	0.2090748371	0.4409554601	0.3785534359	0.0206650000	46332149	0	-15.3327264786	0.0883312449	4.8737087250
58	45631.4805825520	0.4455728233	180.5492888220	0.2143417407	0.4455728233	0.3872654788	0.1050280000	48350802	0	-16.7459754944	0.1119169891	4.7458567619
59	45631.5847421810	0.4136597216	180.6001600709	0.2193456811	0.4590762854	0.3971494104	0.0199580000	46735659	0	-16.7459754944	0.1119169891	4.7458567619
60	45631.6889024090	0.4806838036	180.6680931324	0.2250888005	0.4806838036	0.4065569625	0.1231860000	48848700	0	-18.2338237762	0.1388141513	4.6076111794
61	45631.7930359240	0.4101693630	180.7859685371	0.2296922626	0.4933759272	0.4161585669	0.0230260000	47182513	0	-18.2338237762	0.1388141513	4.6076111794
62	45631.8971483010	0.4952554703	180.8759221285	0.2354309391	0.4952554703	0.4246467196	0.0984600000	49357862	0	-19.7586746216	0.1680867225	4.4798765182
63	45632.0012365200	0.4210754633	180.7089103429	0.2398525241	0.5094408989	0.4341106282	0.0225740000	47625275	0	-19.7586746216	0.1680867225	4.4798765182
64	45632.1052978910	0.5039232969	180.5434285197	0.2454581194	0.5039232969	0.4423806992	0.1075540000	49874660	0	-21.3361206055	0.1990449727	4.3658370972
65	45632.2093622540	0.4175213277	180.4884318365	0.2494021572	0.5190930367	0.4512847818	0.0221590000	48065685	0	-21.3361206055	0.1990449727	4.3658370972
66	45632.3133988760	0.5140144825	180.4924616481	0.2549248948	0.5140144825	0.4589215808	0.0935820000	50364182	0	-22.9341773987	0.2370691597	4.2363519669
67	45632.4174135130	0.4162574708	180.4267142472	0.2584984940	0.5283927321	0.4674043789	0.0224720000	48600859	0	-22.9341773987	0.2370691597	4.2363519669
68	45632.5214269940	0.5246798992	180.2242401194	0.2639151245	0.5246798992	0.4752869707	0.0989960000	50891232	0	-24.5639743805	0.2536973655	4.1172676086
69	45632.6254162860	0.4218673706	180.1387807925	0.2672264016	0.5401236415	0.4830528334	0.0226940000	48948717	0	-24.5639743805	0.2536973655	4.1172676086
70	45632.7294082030	0.5392083526	180.1992962686	0.2726251473	0.5392083526	0.4900063939	0.1096200000	62070302	0	-26.2418422699	0.2673926651	3.9815533161
71	45632.8333990820	0.4201111197	180.2630082731	0.2755831087	0.5549287796	0.4980088556	0.0214520000	55883555	0	-26.2418422699	0.2673926651	3.9815533161
72	45632.9373672370	0.5407493114	180.3674418655	0.2807469693	0.5407493114	0.5046615426	0.1160850000	59058584	0	-27.9282646179	0.2978897989	3.8371245861
73	45633.0413349670	0.4121360481	180.4737196090	0.2832867226	0.5562280416	0.5115549604	0.0208450000	56950945	0	-27.9282646179	0.2978897989	3.8371245861
74	45633.1453012340	0.5370570421	180.5060400642	0.2881120960	0.5370570421	0.5175076234	0.1127290000	59610354	0	-29.6093292236	0.3295953870	3.6998844147
75	45633.2492667030	0.3976177573	180.5010950072	0.2901753716	0.5524431467	0.5238034207	0.0208410000	57442635	0	-29.6093292236	0.3295953870	3.6998844147
76	45633.3532090940	0.5442098379	180.6088207508	0.2948698990	0.5442098379	0.5291144261	0.1201210000	65457200	0	-31.2915611267	0.3640671670	3.5544033051
77	45633.4571535410	0.3902708292	180.6741720008	0.2966145379	0.5589455962	0.5350035483	0.0228560000	62062969	0	-31.2915611267	0.3640671670	3.5544033051
78	45633.5611215090	0.5443495512	180.7287178915	0.3010758816	0.5512447953	0.5399440681	0.1253190000	64878762	0	-32.9699668884	0.3969561160	3.4118039608
79	45633.6650881740	0.3786228299	180.7785919328	0.3024693255	0.5583800673	0.5455689323	0.0204210000	62523135	0	-32.9699668884	0.3969561160	3.4118039608
80	45633.7690547150	0.5327563882	180.8688323921	0.3065494581	0.5574663877	0.5497554979	0.1374370000	65457504	0	-34.6214561462	0.4172790349	3.2737445831
81	45633.8730432630	0.3889662921	180.8751161662	0.3078979480	0.5562459230	0.5547779783	0.0246520000	63032617	0	-34.6214561462	0.4172790349	3.2737445831
82	45633.9770333160	0.5275484920	180.8278239364	0.3117156832	0.5626257658	0.5588584278	0.1068130000	66036478	0	-36.2845077515	0.4395742416	3.1381361485
83	45634.0810012030	0.3959028721	180.8035904252	0.3129977386	0.5616022944	0.5639464317	0.0222650000	63518367	0	-36.2845077515	0.4395742416	3.1381361485
84	45634.1849431500	0.5249020457	180.7529923838	0.3166003255	0.5669658780	0.5679719400	0.1482850000	66593620	0	-37.9597930908	0.4750412405	3.0080697536
85	45634.2888850430	0.3880262077	180.7673494415	0.3176479694	0.5661727786	0.5724989947	0.0214520000	63991973	0	-37.9597930908	0.4750412405	3.0080697536
86	45634.3928518430	0.5342351198	180.7524732894	0.3212065024	0.5707212090	0.5762732253	0.1255710000	67175086	0	-39.6351852417	0.5117337704	2.8784308434
87	45634.4968195100	0.3710852265	180.7540032518	0.3219417040	0.5701947808	0.5804696575	0.0204500000	64471959	0	-39.6351852417	0.5117337704	2.8784308434
88	45634.6008109890	0.5451171994	180.8198872565	0.3254863641	0.5740473866	0.5840416826	0.1487950000	67745772	0	-41.3025588989	0.5471128225	2.7433047295
89	45634.7047998780	0.3545320034	181.0545179149	0.3259327625	0.5737125278	0.5879030001	0.0275380000	64977413	0	-41.3025588989	0.5471128225	2.7433047295
90	45634.8087431860	0.5437111259	181.2844903843	0.3293164603	0.5768809915	0.5914623865	0.1307320000	68312278	0	-42.9533500671	0.5828583241	2.5983455181
91	45634.9126874510	0.3555787206	181.2233465308	0.3297006840	0.5767163038	0.5948343617	0.0228060000	65757167	0	-42.9533500671	0.5828583241	2.5983455181
92	45635.0166295230	0.5438040495	181.0018981375	0.3329464924	0.5792744160	0.5989009281	0.1531140000	68918312	0	-44.6018447876	0.6078026891	2.4728734493
93	45635.1205717540	0.3517495990	180.7740293665	0.3332158739	0.5792225599	0.6020756857	0.0222480000	66310193	0	-44.6018447876	0.6078026891	2.4728734493
94	45635.2245133580	0.5368316770	180.7239777402	0.3362507463	0.5812544823	0.6046570212	0.1118550000	69569798	0	-46.2383346558	0.6267803311	2.3399300575
95	45635.3284566200	0.3568864465	180.6312374317	0.3365014000	0.5812648535	0.6085096136	0.0233980000	66585619	0	-46.2383346558	0.6267803311	2.3399300575
96	45635.4324009860	0.5273573995	180.4932402897	0.3393099258	0.5828179121	0.6108265240	0.1191750000	70144060	0	-47.8677177429	0.6505031586	2.2056965828
97	45635.5363189740	0.3500897288	180.4528738717	0.3394313303	0.5829087496	0.6134365250	0.0256510000	67185325	0	-47.8677177429	0.6505031586	2.2056965828
98	45635.6402361290	0.5293196440	180.7025582670	0.3421605572	0.5840550661	0.6158519653	0.1155970000	70738526	0	-49.4830780029	0.6709683537	2.0593757629
99	45635.7441806360	0.3295297027	180.9540321718	0.3420171435	0.5842126012	0.6185162411	0.0264960000	67582875	0	-49.4830780029	0.6709683537	2.0593757629
100	45635.8482075820	0.5357149243	181.2530578537	0.3447240821	0.5850164890	0.6210656467	0.1279060000	71292300	0	-51.0845413208	0.6934364438	1.8952678442
101	45635.9521249770	0.3198622167	181.3945110714	0.3444509671	0.5852400064	0.6232441222	0.0218350000	68087757	0	-51.0845413208	0.6934364438	1.8952678442
102	45636.0559589370	0.5288745165	181.3868202784	0.3469926730	0.5857284069	0.6250359803	0.1325110000	69618402	0	-52.6658210754	0.7135367393	1.7386305332
103	45636.1598793330	0.3190318644	181.5024690414	0.3466803796	0.5860168934	0.6269834515	0.0245880000	67496447	0	-52.6658210754	0.7135367393	1.7386305332
104	45636.2637975130	0.5310308933	181.5896905571	0.3491659869	0.5862166882	0.6288322580	0.1055200000	68987628	0	-54.2379989624	0.7356199026	1.5826289654
105	45636.3677155770	0.3120899200	181.5191483634	0.3487671389	0.5865667462	0.6306770362	0.0233380000	67102385	0	-54.2379989624	0.7356199026	1.5826289654
106	45636.4716603800	0.5347446203	181.4599306233	0.3512110654	0.5878512263	0.6322271312	0.1123620000	69016870	0	-55.7974166870	0.7597571611	1.4330736399
107	45636.5756034330	0.3026484549	181.5034116075	0.3507063873	0.5868992805	0.6343540410	0.0215740000	67269055	0	-55.7974166870	0.7597571611	1.4330736399
108	45636.6795446930	0.5338488221	181.5099276080	0.3530663989	0.5905824304	0.6359450973	0.1157280000	68834764	0	-57.3351364136	0.7937292457	1.2789473534
109	45636.7834876250	0.2915526628	181.4995867016	0.3524500767	0.5897927880	0.6372876475	0.0190480000	67123997	0	-57.3351364136	0.7937292457	1.2789473534
110	45636.8874061440	0.5253361464	181.4543298682	0.3546476519	0.5930654407	0.6386908890	0.1287890000	68640862	0	-58.8332481384	0.8213280439	1.1341745853
111	45636.9913494750	0.2777784765	181.4540156795	0.3539034979	0.5924261808	0.6400590774	0.0188550000	66998303	0	-58.8332481384	0.8213280439	1.1341745853
112	45637.0953179260	0.5097934604	181.4821150777	0.3558749380	0.5954416394	0.6410039112	0.1103090000	68740796	0	-60.2808380127	0.8464580178	0.9916318059
113	45637.1992833470	0.2697910070	181.5237928920	0.3550556868	0.5947158337	0.6420560718	0.0181190000	67184289	0	-60.2808380127	0.8464580178	0.9916318059
114	45637.3032737610	0.5032980442	181.6720626385	0.3569006830	0.5988335609	0.6427778230	0.1060550000	68709974	0	-61.6812400818	0.8678973913	0.8539089561
115	45637.4073118330	0.2561294734	181.7349550204	0.3559732144	0.5978531837	0.6438780867	0.0211690000	67285647	0	-61.6812400818	0.8678973913	0.8539089561
116	45637.5113742850	0.4881775677	181.6861055075	0.3576051956	0.6019816995	0.6446399728	0.1122800000	68923564	0	-63.0125045776	0.8887530565	0.7372815609
117	45637.6154385590	0.2561636865	181.6376384851	0.3566940217	0.6012113690	0.6465404368	0.0215090000	67468341	0	-63.0125045776	0.8887530565	0.7372815609
118	45637.7195255200	0.4792465270	181.7062272448	0.3581758940	0.6049125791	0.6486028764	0.1229710000	69214334	0	-64.2884979248	0.8970032334	0.6374582052
119	45637.8236602870	0.2533651292	181.8159883847	0.3572532183	0.6043696404	0.6528383925	0.0276370000	67737171	0	-64.2884979248	0.8970032334	0.6374582052
120	45637.9278183280	0.4756985605	182.0093100590	0.3586360600	0.6080837250	0.6602312431	0.2124910000	69496000	0	-65.5033416748	0.9249512553	0.5658966303
121	45638.0320002790	0.2632706761	182.0618068930	0.3578169729	0.6075632572	0.6692073187	0.0214680000	68052049	0	-65.5033416748	0.9249512553	0.5658966303
122	45638.1362288670	0.4733944833	182.1175412366	0.3590984583	0.6117089987	0.6802484351	0.1437360000	69787702	0	-66.6431274414	0.9502152801	0.5476515889
123	45638.2405069760	0.2863656282	182.0367537591	0.3584898865	0.6116102338	0.6960970611	0.0231030000	68316319	0	-66.6431274414	0.9502152801	0.5476515889
124	45638.3448352680	0.4866934419	181.9257495247	0.3597950095	0.6158933640	0.7166483595	0.1480830000	70085452	0	-67.6986923218	0.9700617194	0.5868893862
125	45638.4492106640	0.3361858428	181.7718653627	0.3596005807	0.6162901521	0.7428020495	0.0214920000	68627049	0	-67.6986923218	0.9700617194	0.5868893862
126	45638.5536105890	0.4922538698	181.7088910185	0.3608459921	0.6203957796	0.7721706813	0.1182100000	70584070	0	-68.6557083130	0.9920194149	0.7055003047
127	45638.6580326960	0.3894395530	181.5852099530	0.3610747353	0.6211537719	0.8070877834	0.0219700000	69112223	0	-68.6557083130	0.9920194149	0.7055003047
128	45638.7624793760	0.5081808567	181.4975513052	0.3623520425	0.6250482202	0.8447044610	0.1712410000	70960396	0	-69.5575408936	1.0054559708	0.8992822170
129	45638.8669260130	0.4558453560	181.2087709071	0.3630906360	0.6261456013	0.8909753841	0.0285240000	69440333	0	-69.5575408936	1.0054559708	0.8992822170
130	45638.9713717210	0.5335398316	180.9115210745	0.3644812619	0.6299234629	0.9410738752	0.1999850000	71523010	0	-70.4084625244	1.0299342871	1.1944614649
131	45639.0757949600	0.5286672711	180.4574774192	0.3657685439	0.6314551234	0.9906298091	0.0224450000	70028179	0	-70.4084625244	1.0299342871	1.1944614649
132	45639.1801952550	0.5467857122	180.3369928822	0.3671808563	0.6350762844	1.0395149771	0.1823500000	71974116	0	-71.1932067871	1.0383825302	1.5870546103
133	45639.2845714810	0.5766091347	180.2145139300	0.3688150148	0.6368311644	1.0881879122	0.0220760000	70520061	0	-71.1932067871	1.0383825302	1.5870546103
134	45639.3888958820	0.5409225225	180.1868926450	0.3701066398	0.6402050853	1.1315099715	0.1611740000	72581774	0	-71.9179992676	1.0552704334	2.0659060478
135	45639.4931731950	0.6161008477	179.6591375882	0.3720124329	0.6421054602	1.1691642744	0.0266920000	70953839	0	-71.9179992676	1.0552704334	2.0659060478
136	45639.5974284870	0.5475173593	179.6144681511	0.3732839609	0.6453271508	1.2075773191	0.2011240000	72730160	0	-72.5743713379	1.0694353580	2.6254601479
137	45639.7016848490	0.6476277709	179.3869135687	0.3753860563	0.6476277709	1.2436424463	0.0227890000	71107953	0	-72.5743713379	1.0694353580	2.6254601479
138	45639.8059406570	0.5554192662	179.5610970529	0.3766494404	0.6505539417	1.2774761803	0.1690350000	73280826	0	-73.1658172607	1.0718667507	3.2098128796
139	45639.9101965710	0.6838879585	179.6641782678	0.3789836820	0.6838879585	1.3156971746	0.0271900000	71650415	0	-73.1658172607	1.0718667507	3.2098128796
140	45640.0144508810	0.5681189895	179.5916143381	0.3802734173	0.6715178490	1.3523511235	0.1854310000	73725032	0	-73.7191009521	1.0779610872	3.8647665977
141	45640.1187025340	0.7503182888	179.6389202283	0.3830594623	0.7503182888	1.3903090577	0.0217480000	72044129	0	-73.7191009521	1.0779610872	3.8647665977
142	45640.2229331820	0.5612191558	179.4665535744	0.3842509840	0.7382165790	1.4251166758	0.1668370000	74057010	0	-74.2140121460	1.0845000744	4.6458210945
143	45640.3271186850	0.8006703258	179.5995100368	0.3873654697	0.8006703258	1.4582187243	0.0247360000	72348155	0	-74.2140121460	1.0845000744	4.6458210945
144	45640.4312312450	0.5564075708	179.4024454189	0.3884506879	0.7895039916	1.4883038497	0.1708680000	74657988	0	-74.6750869751	1.0684024096	5.5553183556
145	45640.5352438580	0.8263275623	179.7062385728	0.3916921307	0.8263275623	1.5084793482	0.0228710000	72903297	0	-74.6750869751	1.0684024096	5.5553183556
146	45640.6391865960	0.5521912575	179.4745722165	0.3926706010	0.8160288930	1.5260138332	0.2004340000	98775338	0	-75.0939331055	1.0590858459	6.5630135536
147	45640.7430591040	0.8441892862	179.7027824970	0.3959718499	0.8441892862	1.5347140179	0.0238380000	86127227	0	-75.0939331055	1.0590858459	6.5630135536
148	45640.8468086700	0.5331089497	179.3948912296	0.3967364949	0.8352432847	1.5417641681	0.2467060000	88537480	0	-75.4543304443	1.0573717356	7.6876549721
149	45640.9505100130	0.8369467258	179.2856218633	0.3999119191	0.8369467258	1.5408528901	0.0229350000	86668389	0	-75.4543304443	1.0573717356	7.6876549721
150	45641.0542141720	0.5124239326	179.3498802830	0.4004654396	0.8289760351	1.5392846641	0.2248910000	89146530	0	-75.7667617798	1.0416113138	8.8774814606
151	45641.1578927590	0.8313240409	179.4584256493	0.4035371746	0.8313240409	1.5359172648	0.0245230000	87212443	0	-75.7667617798	1.0416113138	8.8774814606
152	45641.2615949640	0.4935917258	179.4569230077	0.4039090151	0.8244253397	1.5322593040	0.2223340000	89759212	0	-76.0600585938	1.0336872339	10.1253318787
153	45641.3652986890	0.8300633430	179.6928923831	0.4069177092	0.8300633430	1.5279946491	0.0219710000	87727981	0	-76.0600585938	1.0336872339	10.1253318787
154	45641.4690004700	0.4950883985	179.4449838370	0.4072496784	0.8236799836	1.5235958087	0.2116830000	90135962	0	-76.3394775391	1.0338348150	11.4211015701
155	45641.5727274120	0.8585895896	179.4380716856	0.4103860892	0.8585895896	1.5190542370	0.0265150000	88056099	0	-76.3394775391	1.0338348150	11.4211015701
156	45641.6765008710	0.4888719618	179.3588414912	0.4106372915	0.8525435925	1.5144846706	0.1228010000	90726248	0	-76.5770339966	1.0261753798	12.7794609070
157	45641.7802986490	0.8838914633	179.4249440620	0.4138924642	0.8838914633	1.5101056185	0.0223610000	88591077	0	-76.5770339966	1.0261753798	12.7794609070
158	45641.8840733050	0.4945099652	179.3828427759	0.4141385023	0.8782266378	1.5057693232	0.1556530000	91323338	0	-76.7982406616	1.0228182077	14.2008342743
159	45641.9878716250	0.9021327496	179.4929590857	0.4174565522	0.9021327496	1.5011058841	0.0210110000	89079271	0	-76.7982406616	1.0228182077	14.2008342743
160	45642.0916726810	0.4990325868	179.3825695684	0.4176951544	0.8966037035	1.4964198583	0.1363400000	91870112	0	-76.9916381836	1.0091805458	15.6663551331
161	45642.1954471080	0.9247171283	179.3587458685	0.4211079088	0.9247171283	1.4917871857	0.0237060000	89582537	0	-76.9916381836	1.0091805458	15.6663551331
162	45642.2992209470	0.4747885764	179.1005373972	0.4211793651	0.9196556807	1.4874387564	0.2193650000	92227054	0	-77.1420288086	0.9884521961	17.1895999908
163	45642.4029723710	0.9181788564	179.3162347711	0.4245266806	0.9181788564	1.4836674818	0.0250220000	89902783	0	-77.1420288086	0.9884521961	17.1895999908
164	45642.5067236710	0.4778093100	179.2982986944	0.4245831852	0.9136806130	1.4792412044	0.1186090000	92768388	0	-77.3191375732	0.9895859957	18.7363243103
