SLAMBench Report run started:	2023-08-27 09:49:41

Properties:
=================

frame-limit: 0
start-frame: 0
log-file: ./results/kitti/legoloam/legoloam-kitti-result2.txt
input: ./datasets/KITTI/2011_09_30_drive_0027/2011_09_30_drive_0027_sync.slam
load-slam-library: /home/yuhao/legoloam/LeGO-LOAM-NoROS/build/liblegoloam-original-library.so
save-groundtruth: 
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
alignment-technique: new
gui: true
lifelong: false
Grey-intrinsics-parameters: 0.577416,1.911057,0.4909358,0.4948929
Grey-intrinsics-parameters: 0.577416,1.911057,0.4909358,0.4948929
configuration: /home/yuhao/legoloam/LeGO-LOAM-NoROS/configs/configs.yaml

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	OrientationError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	X	Y	Z
20	45627.5295810500	0.1368928701	179.3784031530	0.1057094333	0.1968697608	0.1869119282	0.1083800000	34092078	0	-0.7720636129	-0.0482272394	2.6982498169
21	45627.6332856040	0.0700802878	179.3740728130	0.1041500478	0.2032890916	0.1874913580	0.1051510000	34221747	0	-1.0159194469	-0.0425244197	3.0964355469
22	45627.7369650000	0.1389214098	179.0661542249	0.1069738483	0.1959802955	0.1921451739	0.1257370000	34949960	0	-1.0159194469	-0.0425244197	3.0964355469
23	45627.8406441540	0.0741371587	179.2024164988	0.1055993158	0.2020878941	0.1930283344	0.0905600000	34757837	0	-1.2922046185	-0.0410249270	3.4877476692
24	45627.9442980460	0.1503193825	179.4376345535	0.1086922644	0.1958435625	0.1975987635	0.1127120000	34990646	0	-1.2922046185	-0.0410249270	3.4877476692
25	45628.0479028550	0.0878533497	179.0254326370	0.1078672048	0.2017094195	0.2000256855	0.0961590000	35012519	0	-1.6401721239	-0.0632206798	3.8769924641
26	45628.1515125790	0.1601485610	179.0593923376	0.1111358667	0.1960163414	0.2044162296	0.1102670000	35588508	0	-1.6401721239	-0.0632206798	3.8769924641
27	45628.2551441600	0.1033532619	179.4146577971	0.1107674580	0.2026918977	0.2070745673	0.1136420000	35385285	0	-2.0524415970	-0.0581339039	4.2517604828
28	45628.3587769480	0.1618651301	179.2945011092	0.1137926682	0.1967651993	0.2122008341	0.0972070000	37377974	0	-2.0524415970	-0.0581339039	4.2517604828
29	45628.4624333310	0.1002163813	179.7144894413	0.1131966932	0.2034420669	0.2151285082	0.1101140000	37043715	0	-2.5064680576	-0.0573702045	4.6019597054
30	45628.5661086350	0.0809227079	179.8396868088	0.1115444822	0.2088034153	0.2105275201	0.1316110000	37300916	0	-2.7628879547	-0.0575260594	4.7653713226
31	45628.6698084900	0.0660575777	179.9471939863	0.1092561211	0.2131964862	0.2063351860	0.0956090000	49973809	0	-3.0440609455	-0.0576136969	4.9199032784
32	45628.7735369420	0.0451883748	179.9514150432	0.1064842818	0.2162966430	0.2025727536	0.0933950000	44961282	0	-3.3315024376	-0.0602163561	5.0564184189
33	45628.8772413960	0.0320953839	180.0095672738	0.1035483319	0.2185434699	0.1991022598	0.0736950000	45696111	0	-3.6440107822	-0.0563349836	5.1807408333
34	45628.9809431320	0.0201353747	180.0306179168	0.1006410339	0.2198630273	0.1959201277	0.1170700000	45569180	0	-3.9740245342	-0.0529650562	5.2897534370
35	45629.0846919600	0.0184372514	180.0752190521	0.0979542311	0.2207693011	0.1929211171	0.1142760000	46294349	0	-4.3285651207	-0.0510551482	5.3899192810
36	45629.1884679580	0.0287228785	180.0494419182	0.0959144649	0.2209519744	0.1901913785	0.1129970000	46947830	0	-4.6912260056	-0.0438487902	5.4771828651
37	45629.2922678820	0.0342600420	179.9729164787	0.0943645829	0.2203958929	0.1877214280	0.1145220000	46760775	0	-5.0754427910	-0.0386541411	5.5448293686
38	45629.3961085050	0.0544771440	179.8626635651	0.0935341978	0.2190149575	0.1853457173	0.1137920000	47884452	0	-5.4577436447	-0.0428540595	5.6016879082
39	45629.5000169310	0.0711118951	179.9474808542	0.0933162141	0.2167646140	0.1831858022	0.1497540000	47674281	0	-5.8654465675	-0.0460885689	5.6287703514
40	45629.6040124080	0.0929263532	180.0950675818	0.0936793926	0.2136892080	0.1811648416	0.1312150000	48424990	0	-6.2791595459	-0.0313476287	5.6485857964
41	45629.7080859680	0.0996774510	180.2184617794	0.0942519286	0.2101356685	0.1792053599	0.1331040000	49003955	0	-6.7264437675	-0.0184383020	5.6506347656
42	45629.8121972490	0.1221115738	180.2304282708	0.0953369718	0.2058042139	0.1773992147	0.1353730000	49374312	0	-7.1635203362	-0.0091718948	5.6515378952
43	45629.9163377150	0.1311285496	180.2305238934	0.0966001167	0.2010337263	0.1756401737	0.1357730000	52440299	0	-7.6315374374	-0.0059430902	5.6366281509
44	45630.0205435440	0.1454314739	180.3065438989	0.0981195441	0.1974161565	0.1740000024	0.1482520000	51776940	0	-8.1104688644	0.0007852560	5.6062850952
45	45630.1248157200	0.1547684669	180.3675374882	0.0997426050	0.2030929178	0.1723973646	0.1307260000	53193969	0	-8.6062631607	0.0074225250	5.5722002983
46	45630.2291183150	0.1648352146	180.3833152252	0.1016244527	0.2089402378	0.1710035113	0.1673920000	52845662	0	-9.1335773468	0.0226103067	5.5156569481
47	45630.3334456880	0.1667622030	180.3339192971	0.1035130593	0.2146459222	0.1695298056	0.1258850000	54025127	0	-9.6784505844	0.0261029303	5.4657402039
48	45630.4377966620	0.1705255061	180.4065515287	0.1055207323	0.2201363593	0.1681486353	0.1107370000	53518860	0	-10.2420816422	0.0269990303	5.4044904709
49	45630.5421478410	0.1759139895	180.5403549346	0.1075779809	0.2256428748	0.1667411274	0.1408370000	54561673	0	-10.8132152557	0.0303466693	5.3427486420
50	45630.6464978460	0.1800419241	180.5442754632	0.1098059918	0.2307035327	0.1654571835	0.1182130000	54157010	0	-11.4206094742	0.0367978252	5.2709488869
51	45630.7508254480	0.1899053007	180.3994344716	0.1121480372	0.2359003574	0.1641755069	0.0924190000	55198283	0	-12.0237884521	0.0466912910	5.2060365677
52	45630.8551276130	0.1917861849	180.2736770286	0.1145527339	0.2406310737	0.1629320074	0.1191970000	55656844	0	-12.6640338898	0.0580639876	5.1396231651
53	45630.9594296320	0.1924550831	180.3195212583	0.1168569060	0.2452316135	0.1615835796	0.1264140000	55207073	0	-13.3057031631	0.0668671653	5.0768542290
54	45631.0637332470	0.1978873610	180.4560294191	0.1191079580	0.2499785125	0.1602769128	0.1022690000	56259770	0	-13.9554109573	0.0681912825	5.0077123642
55	45631.1679888860	0.1941930205	180.5587964453	0.1211708482	0.2544801533	0.1590744638	0.1109040000	56722775	0	-14.6246757507	0.0741503835	4.9442629814
56	45631.2722175530	0.1932023913	180.5802978808	0.1231688419	0.2586761117	0.1578296257	0.0923920000	57206844	0	-15.3188390732	0.0868238285	4.8796200752
57	45631.3764235590	0.1920448095	180.5472397653	0.1249818988	0.2628604174	0.1566009955	0.1106950000	57656373	0	-16.0174121857	0.0988006294	4.8180351257
58	45631.4805825520	0.1926792264	180.5873056549	0.1267484387	0.2668554783	0.1554002915	0.1071040000	58107082	0	-16.7431335449	0.1085295454	4.7510013580
59	45631.5847421810	0.1941912174	180.6443240741	0.1284788809	0.2707283497	0.1542154652	0.1048310000	57611075	0	-17.4822025299	0.1214628667	4.6836757660
60	45631.6889024090	0.2025519460	180.7076672485	0.1302779119	0.2747013569	0.1530494122	0.1386510000	58771512	0	-18.2297935486	0.1392382681	4.6093058586
61	45631.7930359240	0.2016804218	180.8462244660	0.1319281225	0.2786915004	0.1522621819	0.0983420000	59237037	0	-18.9842376709	0.1533547789	4.5431823730
62	45631.8971483010	0.1955306977	180.9225449998	0.1334211231	0.2824321985	0.1511884219	0.1281250000	58711810	0	-19.7599487305	0.1688375771	4.4828519821
63	45632.0012365200	0.1979448646	180.7505608365	0.1347977418	0.2863233984	0.1503956904	0.1022120000	59878411	0	-20.5420989990	0.1865034550	4.4204401970
64	45632.1052978910	0.1946691871	180.6010479955	0.1360333700	0.2901262939	0.1493188543	0.1183800000	60946444	0	-21.3375778198	0.1999806762	4.3629941940
65	45632.2093622540	0.1958491057	180.5421581045	0.1371537264	0.2940119803	0.1485944175	0.0856520000	61407629	0	-22.1364364624	0.2174040377	4.2981891632
66	45632.3133988760	0.1886906922	180.5394670100	0.1380769504	0.2977286875	0.1477695502	0.1124950000	67178086	0	-22.9387340546	0.2332789749	4.2412104607
67	45632.4174135130	0.1921342015	180.4696078352	0.1389662630	0.3014945984	0.1467238296	0.1045730000	88563423	0	-23.7466449738	0.2436102927	4.1757931709
68	45632.5214269940	0.1925795525	180.2724475946	0.1397861698	0.3052418530	0.1457039305	0.1179140000	79049616	0	-24.5691356659	0.2562277317	4.1153326035
69	45632.6254162860	0.1909952909	180.1839420033	0.1404680011	0.3089855313	0.1448454151	0.1144930000	79508821	0	-25.3952350616	0.2599129081	4.0539946556
70	45632.7294082030	0.1902396828	180.2395260828	0.1410242340	0.3127353191	0.1438767346	0.0928750000	79998270	0	-26.2344818115	0.2680673897	3.9852688313
71	45632.8333990820	0.1902232915	180.3035249553	0.1415166034	0.3164492846	0.1429303036	0.1047920000	80485439	0	-27.0817203522	0.2787523568	3.9132580757
72	45632.9373672370	0.1882272512	180.4179989258	0.1419096287	0.3200974464	0.1419792501	0.1213370000	80975500	0	-27.9260959625	0.2960572839	3.8397283554
73	45633.0413349670	0.1841066033	180.5292217262	0.1422353005	0.3235968053	0.1410473954	0.1017520000	80384669	0	-28.7743511200	0.3166867197	3.7667360306
74	45633.1453012340	0.1791829616	180.5507641429	0.1424151455	0.3269915283	0.1401272160	0.0993970000	81701558	0	-29.6086654663	0.3303053975	3.6975591183
75	45633.2492667030	0.1718701422	180.5508597655	0.1425062434	0.3301810324	0.1394029002	0.1048360000	82221971	0	-30.4497718811	0.3452697992	3.6318705082
76	45633.3532090940	0.1733917296	180.6476845272	0.1425763392	0.3333672285	0.1387091683	0.1179480000	82758944	0	-31.2885742188	0.3598788083	3.5564026833
77	45633.4571535410	0.1718375534	180.7195244569	0.1427122164	0.3364202380	0.1378559220	0.1284350000	83289825	0	-32.1386528015	0.3817809522	3.4834856987
78	45633.5611215090	0.1665339321	180.7759008383	0.1427244579	0.3393688798	0.1370003685	0.1245490000	83810658	0	-32.9729728699	0.3936644495	3.4143407345
79	45633.6650881740	0.1635935158	180.8312117102	0.1426455365	0.3422345221	0.1362325320	0.1105210000	83147035	0	-33.7978210449	0.4084907770	3.3461225033
80	45633.7690547150	0.1608361751	180.9153323200	0.1424889849	0.3450158536	0.1361563531	0.1445580000	84551752	0	-34.6263809204	0.4161063433	3.2790243626
81	45633.8730432630	0.1656605601	180.9222854526	0.1423374671	0.3478391171	0.1353773707	0.1129950000	85071737	0	-35.4566764832	0.4285967946	3.2057638168
82	45633.9770333160	0.1646439433	180.8714415244	0.1420732583	0.3505947888	0.1346168804	0.0967230000	85595834	0	-36.2798004150	0.4388504922	3.1437902451
83	45634.0810012030	0.1643684804	180.8471123906	0.1418289066	0.3532908261	0.1338396335	0.1446590000	86075659	0	-37.1209754944	0.4527868629	3.0755727291
84	45634.1849431500	0.1586810946	180.7975388776	0.1415999971	0.3558351994	0.1336652630	0.1540450000	86553056	0	-37.9688758850	0.4732153118	3.0118932724
85	45634.2888850430	0.1526602656	180.8167453695	0.1413807837	0.3582304120	0.1328977468	0.1123920000	85863957	0	-38.8121261597	0.4920508564	2.9482784271
86	45634.3928518430	0.1533758491	180.8050384253	0.1411596467	0.3605976105	0.1321576829	0.1391110000	87300602	0	-39.6431465149	0.5113525987	2.8816738129
87	45634.4968195100	0.1514746994	180.8138220486	0.1409376669	0.3628913462	0.1314378768	0.1157120000	87786715	0	-40.4745712280	0.5325254798	2.8161098957
88	45634.6008109890	0.1491795480	180.8649528447	0.1407106458	0.3651182055	0.1307243694	0.1448450000	88332008	0	-41.3036231995	0.5482457280	2.7493653297
89	45634.7047998780	0.1452739835	181.1160305986	0.1404724482	0.3672552109	0.1314595756	0.1303260000	88831537	0	-42.1351089478	0.5637803078	2.6796934605
90	45634.8087431860	0.1470957994	181.3316596707	0.1402158602	0.3693746328	0.1321312682	0.1099720000	89327594	0	-42.9547042847	0.5850328207	2.6077985764
91	45634.9126874510	0.1502761394	181.2628386846	0.1399823527	0.3715068698	0.1320070047	0.1376280000	88596431	0	-43.7775764465	0.5972090960	2.5384204388
92	45635.0166295230	0.1460662782	181.0478789710	0.1397712779	0.3735410869	0.1326597070	0.1427660000	91325172	0	-44.6069297791	0.6097168326	2.4792945385
93	45635.1205717540	0.1480073631	180.8048745008	0.1395193189	0.3755824566	0.1323909399	0.1048830000	91892841	0	-45.4207229614	0.6166765094	2.4141287804
94	45635.2245133580	0.1450232714	180.7634698940	0.1392534722	0.3775554001	0.1317646351	0.1449020000	92443990	0	-46.2428359985	0.6260311604	2.3490464687
95	45635.3284566200	0.1454486102	180.6607984904	0.1390208780	0.3794995546	0.1317859415	0.1222240000	92972115	0	-47.0678520203	0.6395410895	2.2802097797
96	45635.4324009860	0.1429483891	180.5409969724	0.1387608940	0.3813722134	0.1322950355	0.1424710000	93496144	0	-47.8804779053	0.6530601382	2.2160055637
97	45635.5363189740	0.1420392692	180.5002207430	0.1385652944	0.3832216263	0.1316851928	0.1115940000	92683729	0	-48.6989402771	0.6639358997	2.1443753242
98	45635.6402361290	0.1431025714	180.7512848365	0.1383440246	0.3850632608	0.1323931641	0.1302610000	94246354	0	-49.4947357178	0.6727885008	2.0650019646
99	45635.7441806360	0.1435704380	181.0164191197	0.1381132281	0.3868908286	0.1333364057	0.1271540000	94774095	0	-50.2891349792	0.6816170216	1.9832674265
100	45635.8482075820	0.1385999769	181.2953230643	0.1379034320	0.3886438012	0.1349487901	0.1305600000	93608888	0	-51.0933799744	0.6932657361	1.9020514488
101	45635.9521249770	0.1329330802	181.4348638290	0.1377121263	0.3903052807	0.1342876211	0.1297880000	93369101	0	-51.8964195251	0.7024061680	1.8249071836
102	45636.0559589370	0.1380569637	181.4233208093	0.1375038614	0.3919941485	0.1336481466	0.1244800000	93174382	0	-52.6798934937	0.7151843905	1.7455379963
103	45636.1598793330	0.1336331666	181.5529031583	0.1372426060	0.3936055899	0.1344686309	0.1394280000	93281967	0	-53.4637718201	0.7241364121	1.6715023518
104	45636.2637975130	0.1383162141	181.6282947863	0.1369932763	0.3952431381	0.1338927339	0.1068750000	93408224	0	-54.2410850525	0.7347122431	1.5901114941
105	45636.3677155770	0.1394191831	181.5527665545	0.1368140627	0.3968656361	0.1334403174	0.1334190000	93595973	0	-55.0271720886	0.7522639036	1.5144448280
106	45636.4716603800	0.1422038078	181.4936171163	0.1366346065	0.3985075653	0.1328250280	0.1047510000	93616350	0	-55.8003845215	0.7608482242	1.4373569489
107	45636.5756034330	0.1392367333	181.5459227049	0.1364261961	0.4000690877	0.1323220113	0.1284430000	93474535	0	-56.5698394775	0.7797054648	1.3651152849
108	45636.6795446930	0.1334570050	181.5469472333	0.1362165327	0.4015513957	0.1323399126	0.1089330000	93558492	0	-57.3412437439	0.7937889099	1.2934070826
109	45636.7834876250	0.1370570362	181.5326448172	0.1360635831	0.4030765295	0.1317844627	0.1032440000	93983493	0	-58.1015357971	0.8068138957	1.2141550779
110	45636.8874061440	0.1320988387	181.5006795319	0.1358294062	0.4044985473	0.1314332760	0.1131750000	94145406	0	-58.8414573669	0.8241885900	1.1495554447
111	45636.9913494750	0.1319345534	181.4921964369	0.1355564055	0.4058761299	0.1312049338	0.1139110000	94062527	0	-59.5667953491	0.8384301662	1.0791355371
112	45637.0953179260	0.1403043717	181.5178779482	0.1352816867	0.4073068500	0.1306989111	0.1095880000	94202012	0	-60.2828369141	0.8506121039	0.9999314547
113	45637.1992833470	0.1407902390	181.5748007448	0.1350376540	0.4087181091	0.1310803941	0.0957270000	94601657	0	-60.9935417175	0.8635479808	0.9293670654
114	45637.3032737610	0.1388211995	181.7152567548	0.1347916642	0.4100981653	0.1313135046	0.1164830000	94830642	0	-61.6889648438	0.8695663810	0.8622184992
115	45637.4073118330	0.1424966902	181.7793102689	0.1345325831	0.4114604592	0.1307980393	0.1100450000	94833731	0	-62.3601646423	0.8792262077	0.8002581000
116	45637.5113742850	0.1476032138	181.7339031713	0.1342865086	0.4128033519	0.1302383012	0.1010860000	95254000	0	-63.0170898438	0.8924227953	0.7471591234
117	45637.6154385590	0.1601649970	181.6874988661	0.1341043894	0.4142733514	0.1299252186	0.1089430000	95499881	0	-63.6603240967	0.8977506757	0.6863515377
118	45637.7195255200	0.1576934904	181.7548855124	0.1338940350	0.4156723619	0.1303504030	0.1147170000	95535718	0	-64.2895355225	0.9033175111	0.6478123069
119	45637.8236602870	0.1659048945	181.8813669555	0.1337830663	0.4171648324	0.1304481138	0.1136420000	95742715	0	-64.9135513306	0.9134251475	0.6002635360
120	45637.9278183280	0.1701884717	182.0553591944	0.1337049759	0.4186469316	0.1333548722	0.1102030000	95766032	0	-65.5096054077	0.9287292957	0.5742857456
121	45638.0320002790	0.1801982075	182.1286881053	0.1337055459	0.4201929569	0.1335536487	0.0979950000	95990741	0	-66.0882186890	0.9428708553	0.5563998222
122	45638.1362288670	0.1930266321	182.1625385228	0.1338207099	0.4218281209	0.1333578294	0.1113880000	96447042	0	-66.6469192505	0.9577992558	0.5504721403
123	45638.2405069760	0.2041337341	182.1062577641	0.1340594162	0.4235482514	0.1331281073	0.1328350000	96494459	0	-67.1882553101	0.9687350988	0.5638384223
124	45638.3448352680	0.2195212394	181.9629603953	0.1344526798	0.4253844321	0.1333099038	0.1014600000	96936500	0	-67.7015609741	0.9797841907	0.5949620008
125	45638.4492106640	0.2345736474	181.8487323116	0.1349813575	0.4273222983	0.1334779618	0.1341360000	97013405	0	-68.1875381470	0.9868757129	0.6462966204
126	45638.5536105890	0.2524529994	181.7431785682	0.1356762298	0.4293746948	0.1330459715	0.1551950000	97450206	0	-68.6544647217	0.9966251254	0.7119380832
127	45638.6580326960	0.2684361935	181.6593311659	0.1366039019	0.4315617383	0.1329981897	0.1223640000	97708911	0	-69.1149520874	1.0020017624	0.7918138504
128	45638.7624793760	0.2841752172	181.5225497976	0.1377366865	0.4338267744	0.1326014978	0.1568640000	97983816	0	-69.5589904785	1.0130075216	0.9013869166
129	45638.8669260130	0.2959860265	181.3211001982	0.1390943572	0.4361160994	0.1334164371	0.1754560000	98279741	0	-69.9851150513	1.0276192427	1.0391169786
130	45638.9713717210	0.3200979233	180.9389374538	0.1408528364	0.4385596514	0.1385262184	0.1705850000	98373718	0	-70.4103622437	1.0371562243	1.1916599274
131	45639.0757949600	0.3246092498	180.6231231669	0.1428363066	0.4410098195	0.1385181717	0.1625880000	98850463	0	-70.8091354370	1.0379048586	1.3817894459
132	45639.1801952550	0.3306897581	180.3547786948	0.1449502725	0.4434680045	0.1389315349	0.1619140000	98935768	0	-71.1841354370	1.0419516563	1.5941355228
133	45639.2845714810	0.3316517472	180.2875286523	0.1471798976	0.4459200501	0.1388015631	0.1633390000	99418425	0	-71.5595474243	1.0421594381	1.8215265274
134	45639.3888958820	0.3439161479	180.1880537772	0.1495856988	0.4484061301	0.1386455762	0.1680730000	99525626	0	-71.9164962769	1.0582195520	2.0633831024
135	45639.4931731950	0.3549435735	179.9358422119	0.1520957341	0.4509109557	0.1397527692	0.1250430000	99748043	0	-72.2490692139	1.0722938776	2.3297202587
136	45639.5974284870	0.3590020537	179.6030890559	0.1546749261	0.4534363151	0.1429094344	0.1652360000	100307128	0	-72.5678863525	1.0730240345	2.6199626923
137	45639.7016848490	0.3612379730	179.5139141061	0.1572246474	0.4559862018	0.1427721806	0.1298200000	100583877	0	-72.8631362915	1.0616964102	2.9112730026
138	45639.8059406570	0.3671171963	179.5542122222	0.1598614724	0.4585500658	0.1425191180	0.1702530000	100841614	0	-73.1635284424	1.0758804083	3.2135326862
139	45639.9101965710	0.3805767596	179.5450461083	0.1626017701	0.4612078965	0.1430742541	0.1504470000	101212075	0	-73.4500274658	1.0813724995	3.5245120525
140	45640.0144508810	0.3845685124	179.5747301105	0.1653443833	0.4638998806	0.1436247630	0.1966300000	101462812	0	-73.7194290161	1.0817694664	3.8683550358
141	45640.1187025340	0.3920556307	179.5214682953	0.1680860675	0.4666510224	0.1438280989	0.1568670000	148312453	0	-73.9716186523	1.0840197802	4.2401752472
142	45640.2229331820	0.3966371119	179.4409950065	0.1707974080	0.4694300294	0.1436995088	0.1713190000	126756894	0	-74.2117919922	1.0862535238	4.6441998482
143	45640.3271186850	0.3922872543	179.4381809686	0.1734382218	0.4721842706	0.1436066790	0.1366790000	127434411	0	-74.4511871338	1.0815435648	5.0802764893
144	45640.4312312450	0.3743119538	179.3753022471	0.1758462063	0.4747992754	0.1434660614	0.1159450000	127656324	0	-74.6726608276	1.0667887926	5.5578284264
145	45640.5352438580	0.3757549226	179.4279356848	0.1782292463	0.4774084389	0.1432319030	0.1563690000	127994005	0	-74.8923568726	1.0629760027	6.0424003601
146	45640.6391865960	0.3551620841	179.4177860237	0.1803562284	0.4798493683	0.1434604515	0.1932660000	128289254	0	-75.0888748169	1.0590752363	6.5661587715
147	45640.7430591040	0.3368607163	179.4029781736	0.1822521584	0.4821522832	0.1434041696	0.1983570000	128821051	0	-75.2693176270	1.0570688248	7.1145038605
148	45640.8468086700	0.3242640197	179.3841405119	0.1839936629	0.4843416512	0.1432241594	0.1883140000	129144756	0	-75.4523239136	1.0552296638	7.6876816750
149	45640.9505100130	0.3107492328	179.3647291143	0.1855527671	0.4864163399	0.1429816479	0.1963000000	129464413	0	-75.6080856323	1.0492767096	8.2723112106
150	45641.0542141720	0.2960333526	179.3148823937	0.1869325094	0.4883416295	0.1429127811	0.2072290000	130009846	0	-75.7577819824	1.0414582491	8.8771438599
151	45641.1578927590	0.2941415012	179.3924187011	0.1882447692	0.4902187288	0.1430078907	0.2273080000	130299711	0	-75.9098052979	1.0370730162	9.4894933701
152	45641.2615949640	0.2823407054	179.4106279855	0.1894133867	0.4919592738	0.1427133452	0.2050780000	130855608	0	-76.0598754883	1.0311334133	10.1287517548
153	45641.3652986890	0.2808187008	179.5046113885	0.1905261296	0.4936853349	0.1429601575	0.1672560000	131151029	0	-76.2027816772	1.0327798128	10.7732658386
154	45641.4690004700	0.2887927294	179.3728160582	0.1916585282	0.4954118431	0.1432690772	0.1556890000	131689038	0	-76.3340988159	1.0297715664	11.4233732224
155	45641.5727274120	0.2978538871	179.3454543204	0.1928202226	0.4971345365	0.1429065551	0.1364540000	132231915	0	-76.4584197998	1.0247403383	12.0887107849
156	45641.6765008710	0.2961150408	179.3434325844	0.1939274174	0.4988006949	0.1425321776	0.1283810000	132518188	0	-76.5735321045	1.0205802917	12.7814340591
157	45641.7802986490	0.3017341495	179.3691687372	0.1950396600	0.5004916787	0.1421580631	0.1116700000	145256905	0	-76.6887130737	1.0237787962	13.4900903702
158	45641.8840733050	0.3153176308	179.3771873793	0.1962159467	0.5022416115	0.1417787491	0.1204040000	141641786	0	-76.7985992432	1.0161310434	14.1974439621
159	45641.9878716250	0.3128905594	179.4868938777	0.1973275924	0.5039751530	0.1421524457	0.1375470000	142174775	0	-76.8868179321	1.0126433372	14.9269056320
160	45642.0916726810	0.3285694420	179.3630215670	0.1985281253	0.5057759881	0.1426941405	0.1390040000	142190596	0	-76.9934158325	1.0060813427	15.6658220291
161	45642.1954471080	0.3172896802	179.2493125777	0.1996004566	0.5074881911	0.1430665443	0.1523460000	142647009	0	-77.0627365112	0.9949941635	16.4263172150
162	45642.2992209470	0.3186872602	179.1133235113	0.2006375241	0.5091988444	0.1433653950	0.2201170000	143153430	0	-77.1402130127	0.9814920425	17.1886119843
163	45642.4029723710	0.3278825283	179.1490863818	0.2017178938	0.5110147595	0.1434993653	0.1432180000	143452295	0	-77.2482910156	0.9843521714	17.9726142883
