SLAMBench Report run started:	2018-02-18 08:03:17

Properties:
=================

frame-limit: 0
log-file: output//violons_libkfusion-cpp_living_room_traj1_loop.log
input: datasets/ICL_NUIM/living_room_traj1_loop.slam
load-library: build/lib/libkfusion-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
45	1.7600000000	0.0012339201	0.0012600501	0.0024013643	0.0024873984	3.9961000000	1.2556300000	0.4165910000	0.1323350000	1.0899710000	1.1011990000	108324166	0	1787969536	3.9946842194	3.9986560345	4.0035066605
46	1.8000000000	0.0012832446	0.0012605543	0.0024013643	0.0026044645	2.6688360000	1.2555620000	0.3166560000	0.0000040000	1.0879270000	0.0082780000	108325840	0	1784930304	3.9944627285	3.9975690842	4.0040473938
47	1.8400000000	0.0012792776	0.0012609527	0.0024013643	0.0027657383	2.8613140000	1.2664420000	0.3712140000	0.1322050000	1.0828700000	0.0081700000	108327514	0	1786445824	3.9944076538	3.9971714020	4.0049514771
48	1.8800000000	0.0011731120	0.0012591226	0.0024013643	0.0029388844	2.6853970000	1.2592430000	0.3258740000	0.0000040000	1.0916710000	0.0082190000	108329188	0	1785430016	3.9940617085	3.9970040321	4.0063672066
49	1.9200000000	0.0011811951	0.0012575323	0.0024013643	0.0032188523	3.9017090000	1.2573900000	0.3241530000	0.1320750000	1.0853280000	1.1023630000	108330862	0	1786953728	3.9940645695	3.9956116676	4.0073890686
50	1.9600000000	0.0012035741	0.0012564531	0.0024013643	0.0035102977	2.6877390000	1.2632230000	0.3211690000	0.0000040000	1.0947000000	0.0082130000	108332536	0	1784786944	3.9940495491	3.9951133728	4.0089087486
51	2.0000000000	0.0012400602	0.0012561317	0.0024013643	0.0036864855	2.7504880000	1.2614670000	0.2616660000	0.1326770000	1.0859750000	0.0082890000	108334210	0	1786183680	3.9941513538	3.9953293800	4.0108194351
52	2.0400000000	0.0012970845	0.0012569192	0.0024013643	0.0038229460	2.6843410000	1.3105630000	0.2757180000	0.0000050000	1.0894810000	0.0081640000	108335884	0	1785176064	3.9947862625	3.9952330589	4.0127401352
53	2.0800000000	0.0013278736	0.0012582580	0.0024013643	0.0038898796	3.8985700000	1.2623350000	0.3115770000	0.1321760000	1.0892260000	1.1028340000	108337558	0	1786572800	3.9951386452	3.9940469265	4.0143909454
54	2.1200000000	0.0013529465	0.0012600115	0.0024013643	0.0039552349	2.6275190000	1.2592730000	0.2699980000	0.0000040000	1.0895610000	0.0082400000	108339232	0	1784795136	3.9961600304	3.9933362007	4.0161700249
55	2.1600000000	0.0013255253	0.0012612027	0.0024013643	0.0039588758	2.8017290000	1.2646180000	0.3157080000	0.1317830000	1.0810070000	0.0081610000	108340906	0	1786318848	3.9964456558	3.9935939312	4.0186829567
56	2.2000000000	0.0012309154	0.0012606618	0.0024013643	0.0039377415	2.7819390000	1.2781980000	0.4135790000	0.0000040000	1.0815520000	0.0081780000	108342580	0	1785556992	3.9968538284	3.9937720299	4.0211906433
57	2.2400000000	0.0012839193	0.0012610698	0.0024013643	0.0039533126	3.8478340000	1.2652520000	0.2812500000	0.1321020000	1.0752490000	1.0935410000	108344254	0	1787215872	3.9980306625	3.9937183857	4.0235977173
58	2.2800000000	0.0013251501	0.0012621747	0.0024013643	0.0040122771	2.6140380000	1.2587520000	0.2695310000	0.0000040000	1.0771480000	0.0081580000	108345928	0	1784803328	3.9987237453	3.9947879314	4.0264468193
59	2.3200000000	0.0013967961	0.0012644564	0.0024013643	0.0041114977	2.7414970000	1.2604170000	0.2740940000	0.1314410000	1.0668520000	0.0082290000	108347602	0	1786445824	4.0000014305	3.9945945740	4.0290918350
60	2.3600000000	0.0014043533	0.0012667880	0.0024013643	0.0044120475	2.6371000000	1.2910630000	0.2711470000	0.0000040000	1.0662490000	0.0081500000	108349276	0	1785556992	4.0009651184	3.9932782650	4.0314917564
61	2.4000000000	0.0014580747	0.0012699239	0.0024013643	0.0046757555	3.8130390000	1.2599900000	0.2671290000	0.1315140000	1.0663590000	1.0875530000	108350950	0	1786953728	4.0024132729	3.9932467937	4.0344181061
62	2.4400000000	0.0014683448	0.0012731242	0.0024013643	0.0049255673	2.5993980000	1.2572070000	0.2674960000	0.0000040000	1.0660250000	0.0081890000	108352624	0	1784668160	4.0036821365	3.9931936264	4.0373225212
63	2.4800000000	0.0015936021	0.0012782111	0.0024013643	0.0051087327	2.7909750000	1.2569630000	0.3273690000	0.1309960000	1.0669210000	0.0082400000	108354298	0	1786191872	4.0051698685	3.9926531315	4.0400338173
64	2.5200000000	0.0015805634	0.0012829354	0.0024013643	0.0052471533	2.6437970000	1.2900130000	0.2786080000	0.0000050000	1.0664270000	0.0082450000	108355972	0	1785430016	4.0067801476	3.9929549694	4.0431928635
65	2.5600000000	0.0015852067	0.0012875857	0.0024013643	0.0054883229	3.8062870000	1.2578700000	0.2770980000	0.1309060000	1.0644460000	1.0754540000	108362766	0	1787080704	4.0081076622	3.9925065041	4.0460486412
66	2.6000000000	0.0013673026	0.0012887936	0.0024013643	0.0058370365	2.6537800000	1.2592210000	0.3131820000	0.0000040000	1.0726280000	0.0082420000	108374936	0	1784795136	4.0096707344	3.9914131165	4.0485529900
67	2.6400000000	0.0013208720	0.0012892723	0.0024013643	0.0061138422	2.6814570000	1.2648680000	0.2171520000	0.1305630000	1.0602010000	0.0081600000	108376610	0	1786445824	4.0117025375	3.9928610325	4.0518717766
68	2.6800000000	0.0013324241	0.0012899069	0.0024013643	0.0065269765	2.6677630000	1.2604920000	0.3274280000	0.0000040000	1.0710650000	0.0082130000	108378284	0	1785303040	4.0120267868	3.9930982590	4.0547242165
69	2.7200000000	0.0013738980	0.0012911242	0.0024013643	0.0067398772	3.7845410000	1.2553850000	0.2736750000	0.1305140000	1.0542720000	1.0701320000	108379958	0	1786961920	4.0139617920	3.9922256470	4.0573906898
70	2.7600000000	0.0014154649	0.0012929005	0.0024013643	0.0068650857	2.6188320000	1.2660160000	0.2762920000	0.0000030000	1.0678510000	0.0081640000	108381632	0	1784803328	4.0155153275	3.9915113449	4.0598707199
71	2.8000000000	0.0014367831	0.0012949270	0.0024013643	0.0068882901	2.7811480000	1.2612460000	0.3218060000	0.1308110000	1.0584880000	0.0082900000	108383306	0	1786445824	4.0168256760	3.9922175407	4.0629100800
72	2.8400000000	0.0013804557	0.0012961149	0.0024013643	0.0068801039	2.6085520000	1.2629100000	0.2738750000	0.0000030000	1.0629950000	0.0082320000	108384980	0	1786589184	4.0181646347	3.9919652939	4.0655770302
73	2.8800000000	0.0012835033	0.0012959421	0.0024013643	0.0068667339	3.7780740000	1.2632540000	0.2641930000	0.1309070000	1.0479900000	1.0711870000	108386654	0	1785573376	4.0193524361	3.9914050102	4.0680389404
74	2.9200000000	0.0012839002	0.0012957794	0.0024013643	0.0068791953	2.6087510000	1.2630290000	0.2735710000	0.0000040000	1.0634360000	0.0081690000	108388328	0	1787088896	4.0208892822	3.9922394753	4.0709209442
75	2.9600000000	0.0013874945	0.0012970023	0.0024013643	0.0069511719	2.7235970000	1.2575770000	0.2714160000	0.1305040000	1.0553570000	0.0082060000	108390002	0	1784803328	4.0222945213	3.9926764965	4.0736188889
76	3.0000000000	0.0013653586	0.0012979017	0.0024013643	0.0071177632	2.5978390000	1.2976340000	0.2259450000	0.0000050000	1.0655490000	0.0081750000	108391676	0	1786318848	4.0237431526	3.9914441109	4.0757980347
77	3.0400000000	0.0013549171	0.0012986422	0.0024013643	0.0072807617	3.7867060000	1.2611320000	0.2776770000	0.1306870000	1.0497930000	1.0668580000	108393350	0	1785303040	4.0248894691	3.9902615547	4.0779099464
78	3.0800000000	0.0012408828	0.0012979017	0.0024013643	0.0075049724	2.6660000000	1.2606530000	0.3201110000	0.0000040000	1.0764140000	0.0082620000	108395024	0	1786826752	4.0261330605	3.9909477234	4.0807328224
79	3.1200000000	0.0012245585	0.0012969733	0.0024013643	0.0077075992	2.7254580000	1.2590200000	0.2739370000	0.1306230000	1.0531690000	0.0081570000	108396698	0	1784541184	4.0268464088	3.9911725521	4.0834579468
80	3.1600000000	0.0012725734	0.0012966683	0.0024013643	0.0078493383	2.6816490000	1.2870520000	0.3086130000	0.0000040000	1.0771720000	0.0082180000	108398372	0	1786064896	4.0280351639	3.9901247025	4.0856819153
81	3.2000000000	0.0013630410	0.0012974877	0.0024013643	0.0079956590	3.8486950000	1.2647170000	0.3164200000	0.1308790000	1.0596560000	1.0764070000	108400046	0	1788104704	4.0295166969	3.9899263382	4.0882034302
82	3.2400000000	0.0013778878	0.0012984682	0.0024013643	0.0081717961	2.6732640000	1.2704130000	0.3181540000	0.0000030000	1.0758920000	0.0082260000	108401720	0	1784549376	4.0299239159	3.9897511005	4.0907130241
83	3.2800000000	0.0013322969	0.0012988757	0.0024013643	0.0083557117	2.7823150000	1.2648180000	0.3160030000	0.1315740000	1.0611830000	0.0081540000	108403394	0	1786200064	4.0309634209	3.9888005257	4.0931072235
84	3.3200000000	0.0013257721	0.0012991959	0.0024013643	0.0084569103	2.6489190000	1.3029350000	0.2590480000	0.0000040000	1.0781470000	0.0082210000	108405068	0	1787969536	4.0315895081	3.9886281490	4.0956401825
85	3.3600000000	0.0013107267	0.0012993316	0.0024013643	0.0085284389	3.9120700000	1.2630780000	0.3620830000	0.1312860000	1.0687300000	1.0862990000	108406742	0	1784541184	4.0320835114	3.9890186787	4.0984067917
86	3.4000000000	0.0014478849	0.0013010590	0.0024013643	0.0085864801	2.6744860000	1.2664770000	0.3162360000	0.0000040000	1.0829710000	0.0082150000	108408416	0	1786191872	4.0330944061	3.9889757633	4.1009817123
87	3.4400000000	0.0013895978	0.0013020766	0.0024013643	0.0086592880	2.7469860000	1.2712310000	0.2686540000	0.1317070000	1.0666290000	0.0081630000	108410090	0	1787969536	4.0338988304	3.9889798164	4.1038312912
88	3.4800000000	0.0014544397	0.0013038080	0.0024013643	0.0087449400	2.6096820000	1.2937150000	0.2237840000	0.0000040000	1.0833850000	0.0081490000	108411764	0	1784557568	4.0346322060	3.9887180328	4.1065893173
89	3.5200000000	0.0014209887	0.0013051247	0.0024013643	0.0088266005	3.8148710000	1.2740940000	0.2600970000	0.1320380000	1.0641560000	1.0838380000	108413438	0	1786064896	4.0354809761	3.9887092113	4.1094937325
90	3.5600000000	0.0014092994	0.0013062822	0.0024013643	0.0089449453	2.6422080000	1.2755040000	0.2730950000	0.0000040000	1.0847180000	0.0082730000	108415112	0	1787969536	4.0357699394	3.9887392521	4.1124577522
91	3.6000000000	0.0014171288	0.0013075003	0.0024013643	0.0090821784	2.6966710000	1.2674850000	0.2245480000	0.1324100000	1.0633490000	0.0082360000	108416786	0	1784287232	4.0370988846	3.9881706238	4.1154551506
92	3.6400000000	0.0014565085	0.0013091199	0.0024013643	0.0091690196	2.7182310000	1.3022680000	0.3285360000	0.0000040000	1.0786080000	0.0081640000	108418460	0	1785937920	4.0375514030	3.9879798889	4.1186304092
93	3.6800000000	0.0014021070	0.0013101198	0.0024013643	0.0091713909	3.9238940000	1.2692360000	0.3642480000	0.1328540000	1.0661110000	1.0908220000	108420134	0	1787850752	4.0379061699	3.9874179363	4.1215672493
94	3.7200000000	0.0015588644	0.0013127660	0.0024013643	0.0091495313	2.9143690000	1.2720100000	0.5506540000	0.0000040000	1.0827470000	0.0082370000	108421808	0	1784541184	4.0389323235	3.9877629280	4.1247510910
95	3.7600000000	0.0014536049	0.0013142485	0.0024013643	0.0091381378	3.0327190000	1.2699750000	0.5524920000	0.1333550000	1.0680220000	0.0082140000	108423482	0	1786064896	4.0397133827	3.9874565601	4.1278061867
96	3.8000000000	0.0015087818	0.0013162749	0.0024013643	0.0091577247	2.7270240000	1.2693390000	0.3622440000	0.0000040000	1.0865260000	0.0082250000	108425156	0	1787969536	4.0406141281	3.9876656532	4.1310510635
97	3.8400000000	0.0014279501	0.0013174262	0.0024013643	0.0092710556	3.8211380000	1.2718920000	0.2599310000	0.1335480000	1.0677560000	1.0873510000	108426830	0	1784795136	4.0411725044	3.9890332222	4.1346859932
98	3.8800000000	0.0015518038	0.0013198178	0.0024013643	0.0093969347	2.6863580000	1.2703520000	0.3209750000	0.0000030000	1.0854820000	0.0088920000	108428504	0	1786064896	4.0417308807	3.9890353680	4.1378297806
99	3.9200000000	0.0015219898	0.0013218600	0.0024013643	0.0095269952	2.7509250000	1.2697850000	0.2713030000	0.1339340000	1.0669870000	0.0082480000	108430178	0	1787969536	4.0426878929	3.9890172482	4.1410512924
100	3.9600000000	0.0015323148	0.0013239645	0.0024013643	0.0096388369	2.6299860000	1.2735030000	0.2614190000	0.0000040000	1.0861700000	0.0082150000	108431852	0	1784414208	4.0428590775	3.9906470776	4.1446652412
101	4.0000000000	0.0016132710	0.0013268289	0.0024013643	0.0096906842	3.8312700000	1.2705680000	0.2704680000	0.1342980000	1.0677070000	1.0875590000	108433526	0	1785810944	4.0433764458	3.9912881851	4.1480398178
102	4.0400000000	0.0016122990	0.0013296276	0.0024013643	0.0097042514	2.6841880000	1.2765980000	0.3176380000	0.0000040000	1.0810250000	0.0082420000	108435200	0	1787715584	4.0439996719	3.9909729958	4.1509828568
103	4.0800000000	0.0015712548	0.0013319735	0.0024013643	0.0097159267	2.7589670000	1.2681610000	0.2691050000	0.1350390000	1.0778040000	0.0081610000	108436874	0	1784287232	4.0444107056	3.9921488762	4.1543822289
104	4.1200000000	0.0015324868	0.0013339016	0.0024013643	0.0097213403	2.6839100000	1.2747110000	0.3161880000	0.0000040000	1.0840510000	0.0082740000	108438548	0	1785946112	4.0452294350	3.9921469688	4.1575198174
105	4.1600000000	0.0016266237	0.0013366894	0.0024013643	0.0097301704	3.8902390000	1.2735840000	0.3160990000	0.1349580000	1.0752910000	1.0896160000	108440222	0	1787596800	4.0456233025	3.9923665524	4.1602540016
106	4.2000000000	0.0016418200	0.0013395680	0.0024013643	0.0097217766	2.9046330000	1.2738720000	0.5408720000	0.0000040000	1.0808670000	0.0082620000	108441896	0	1784287232	4.0452642441	3.9929819107	4.1630806923
107	4.2400000000	0.0015701681	0.0013417231	0.0024013643	0.0096968894	2.7573290000	1.2775200000	0.2689920000	0.1356230000	1.0662160000	0.0082330000	108443570	0	1785810944	4.0461316109	3.9923443794	4.1655511856
108	4.2800000000	0.0018237872	0.0013461867	0.0024013643	0.0096897089	2.6268640000	1.2733340000	0.2586600000	0.0000030000	1.0859240000	0.0082470000	108445244	0	1787604992	4.0456166267	3.9932427406	4.1683020592
109	4.3200000000	0.0018596713	0.0013508975	0.0024013643	0.0096735540	3.8206580000	1.2706970000	0.2581520000	0.1355960000	1.0674160000	1.0880720000	108446918	0	1784287232	4.0457425117	3.9941132069	4.1709747314
110	4.3600000000	0.0020507530	0.0013572599	0.0024013643	0.0096376921	2.6434420000	1.2756130000	0.2691610000	0.0000040000	1.0896810000	0.0082560000	108448592	0	1785810944	4.0457267761	3.9943444729	4.1735262871
111	4.4000000000	0.0021199866	0.0013641313	0.0024013643	0.0096055208	2.7495160000	1.2706880000	0.2662650000	0.1360010000	1.0675700000	0.0082740000	108450266	0	1787588608	4.0460729599	3.9944746494	4.1760773659
112	4.4400000000	0.0024814017	0.0013741069	0.0024814017	0.0095742852	2.6369510000	1.2803470000	0.2580000000	0.0000040000	1.0896680000	0.0081780000	108451940	0	1784287232	4.0461564064	3.9947733879	4.1784787178
113	4.4800000000	0.0020867749	0.0013804137	0.0024814017	0.0095405577	3.9244740000	1.2732550000	0.3486240000	0.1368970000	1.0699280000	1.0949880000	108453614	0	1785810944	4.0461387634	3.9952518940	4.1809267998
114	4.5200000000	0.0024054402	0.0013894052	0.0024814017	0.0095095899	2.6420160000	1.2724480000	0.2680330000	0.0000040000	1.0923380000	0.0083690000	108455288	0	1787715584	4.0461974144	3.9951968193	4.1833348274
115	4.5600000000	0.0021322479	0.0013958647	0.0024814017	0.0094793744	2.7612200000	1.2717190000	0.2725720000	0.1377450000	1.0702410000	0.0081900000	108456962	0	1784287232	4.0468420982	3.9950282574	4.1857061386
116	4.6000000000	0.0023860910	0.0014044011	0.0024814017	0.0094605942	2.6258050000	1.2732580000	0.2577340000	0.0000040000	1.0858550000	0.0081930000	108458636	0	1785946112	4.0464501381	3.9957993031	4.1882734299
