SLAMBench Report run started:	2018-02-18 05:39:58

Properties:
=================

frame-limit: 0
log-file: output//memory_kfusion_living_room_traj2_loop.log
input: datasets/ICL_NUIM/living_room_traj2_loop.slam
load-library: build/lib/libkfusion-cuda-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
35	1.3600000000	0.0030744108	0.0025575532	0.0055015511	0.0030478038	0.1031010000	0.0100550000	0.0466890000	0.0003140000	0.0002620000	0.0432870000	7994086	96830484	1720344576	3.8787240982	4.0025434494	3.9865615368
36	1.4000000000	0.0030465741	0.0025711372	0.0055015511	0.0035589818	0.0867580000	0.0093690000	0.0363580000	0.0000230000	0.0003370000	0.0379690000	7995760	96830484	1720979456	3.8730773926	4.0032992363	3.9847621918
37	1.4400000000	0.0030497839	0.0025840736	0.0055015511	0.0035973373	0.1408940000	0.0085890000	0.0516130000	0.0002970000	0.0003390000	0.0775170000	7997434	96830484	1721593856	3.8621592522	4.0013198853	3.9860253334
38	1.4800000000	0.0032345029	0.0026011901	0.0055015511	0.0035570682	0.0961810000	0.0088320000	0.0460200000	0.0000270000	0.0002860000	0.0383090000	7999108	96830484	1722249216	3.8505938053	4.0007581711	3.9867534637
39	1.5200000000	0.0032989846	0.0026190823	0.0055015511	0.0035142170	0.1228410000	0.0087250000	0.0628830000	0.0003200000	0.0003480000	0.0478940000	8000782	96830484	1722884096	3.8474638462	4.0001363754	3.9834077358
40	1.5600000000	0.0033597045	0.0026375978	0.0055015511	0.0034974239	0.0884500000	0.0085540000	0.0367340000	0.0000260000	0.0003110000	0.0400750000	8002456	96830484	1723498496	3.8375625610	3.9985222816	3.9840943813
41	1.6000000000	0.0033773324	0.0026556401	0.0055015511	0.0035179614	0.1225860000	0.0083620000	0.0436670000	0.0003530000	0.0002670000	0.0692650000	8004130	96830484	1724280832	3.8271625042	3.9974081516	3.9858469963
42	1.6400000000	0.0033806583	0.0026729025	0.0055015511	0.0034791059	0.0865280000	0.0082860000	0.0364150000	0.0000250000	0.0003460000	0.0387650000	8005804	96830484	1724915712	3.8137972355	3.9989020824	3.9880621433
43	1.6800000000	0.0033616489	0.0026889198	0.0055015511	0.0034582636	0.1196950000	0.0083290000	0.0561720000	0.0002930000	0.0003420000	0.0539120000	8007478	96830484	1725550592	3.8069863319	3.9993288517	3.9914345741
44	1.7200000000	0.0033652280	0.0027042905	0.0055015511	0.0034889558	0.0884750000	0.0084710000	0.0364280000	0.0000230000	0.0003300000	0.0399910000	8009152	96830484	1726185472	3.8006696701	3.9986765385	3.9893207550
45	1.7600000000	0.0033918147	0.0027195688	0.0055015511	0.0035075427	0.1191990000	0.0083380000	0.0431940000	0.0002980000	0.0002730000	0.0664270000	8010826	96830484	1726799872	3.7923023701	4.0006685257	3.9930346012
46	1.8000000000	0.0034418837	0.0027352713	0.0055015511	0.0035142630	0.0957800000	0.0087340000	0.0451860000	0.0000270000	0.0003120000	0.0381810000	8012500	96830484	1727455232	3.7863330841	4.0012736320	3.9931325912
47	1.8400000000	0.0034591854	0.0027506737	0.0055015511	0.0036200882	0.1112130000	0.0085120000	0.0425520000	0.0003890000	0.0002790000	0.0581530000	8014174	96830484	1728090112	3.7833192348	3.9994659424	3.9928328991
48	1.8800000000	0.0034216086	0.0027646515	0.0055015511	0.0036631902	0.0918810000	0.0081150000	0.0460230000	0.0000240000	0.0003430000	0.0365790000	8015848	96830484	1728851968	3.7787630558	3.9991860390	3.9939386845
49	1.9200000000	0.0036153251	0.0027820122	0.0055015511	0.0036249469	0.1186410000	0.0082330000	0.0342410000	0.0002370000	0.0001990000	0.0722350000	8017522	96830484	1729486848	3.7716283798	4.0004005432	3.9947481155
50	1.9600000000	0.0035999152	0.0027983703	0.0055015511	0.0036102982	0.0911660000	0.0087190000	0.0440140000	0.0000270000	0.0003460000	0.0368670000	8019196	96830484	1730121728	3.7573053837	4.0000443459	3.9996886253
51	2.0000000000	0.0035136426	0.0028123952	0.0055015511	0.0035844400	0.0998480000	0.0088560000	0.0413240000	0.0003550000	0.0002690000	0.0458140000	8020870	96830484	1730756608	3.7588639259	3.9998888969	3.9966924191
52	2.0400000000	0.0035622681	0.0028268159	0.0055015511	0.0035492689	0.1061320000	0.0081160000	0.0504730000	0.0000250000	0.0003570000	0.0438940000	8022544	96830484	1731391488	3.7549383640	4.0002870560	3.9959812164
53	2.0800000000	0.0034568321	0.0028387030	0.0055015511	0.0035930304	0.1633980000	0.0083500000	0.0633590000	0.0001160000	0.0000600000	0.0881630000	8024218	96830484	1732005888	3.7529284954	3.9978299141	3.9927301407
54	2.1200000000	0.0036012181	0.0028528236	0.0055015511	0.0036679579	0.0910070000	0.0088270000	0.0439700000	0.0000270000	0.0003850000	0.0363850000	8025892	96830484	1732661248	3.7399032116	3.9963810444	3.9985296726
55	2.1600000000	0.0035210552	0.0028649733	0.0055015511	0.0037628136	0.1001630000	0.0088190000	0.0437390000	0.0003890000	0.0002720000	0.0431540000	8027566	96830484	1733275648	3.7375395298	3.9971230030	3.9982161522
56	2.2000000000	0.0036108077	0.0028782917	0.0055015511	0.0037701873	0.0919140000	0.0087710000	0.0436550000	0.0000290000	0.0003870000	0.0361610000	8029240	96830484	1734057984	3.7177057266	3.9974868298	4.0073981285
57	2.2400000000	0.0037530900	0.0028936391	0.0055015511	0.0037490218	0.1179360000	0.0082660000	0.0408430000	0.0004790000	0.0002720000	0.0672530000	8030914	96830484	1734692864	3.7129147053	3.9949142933	4.0079951286
58	2.2800000000	0.0036983066	0.0029075127	0.0055015511	0.0037578113	0.0895340000	0.0087090000	0.0377790000	0.0000270000	0.0002990000	0.0390320000	8032588	96830484	1735327744	3.7035658360	3.9941787720	4.0107650757
59	2.3200000000	0.0038099838	0.0029228088	0.0055015511	0.0038958326	0.1295010000	0.0080010000	0.0656930000	0.0003980000	0.0003050000	0.0514450000	8034262	96830484	1735962624	3.6894240379	3.9966025352	4.0165247917
60	2.3600000000	0.0037962198	0.0029373656	0.0055015511	0.0040111455	0.0875900000	0.0080160000	0.0377150000	0.0000270000	0.0003160000	0.0377960000	8035936	96830484	1736597504	3.6862916946	3.9948871136	4.0145845413
61	2.4000000000	0.0038407429	0.0029521751	0.0055015511	0.0041276544	0.1245410000	0.0084500000	0.0414440000	0.0003610000	0.0002810000	0.0695780000	8037610	96830484	1737232384	3.6795248985	3.9934597015	4.0143733025
62	2.4400000000	0.0038516498	0.0029666828	0.0055015511	0.0042929660	0.0906780000	0.0080940000	0.0415220000	0.0000240000	0.0005050000	0.0389390000	8039284	96830484	1737846784	3.6558568478	3.9938807487	4.0246858597
63	2.4800000000	0.0038877756	0.0029813033	0.0055015511	0.0044370411	0.1032220000	0.0078580000	0.0445100000	0.0003510000	0.0002640000	0.0464100000	8040958	96830484	1738629120	3.6471881866	3.9928202629	4.0258584023
64	2.5200000000	0.0038804887	0.0029953530	0.0055015511	0.0047966692	0.1073940000	0.0079580000	0.0485040000	0.0000230000	0.0002920000	0.0461000000	8042632	96830484	1739264000	3.6346523762	3.9939303398	4.0304179192
65	2.5600000000	0.0038905402	0.0030091252	0.0055015511	0.0051044200	0.1310550000	0.0078410000	0.0454870000	0.0003040000	0.0002730000	0.0762220000	8049426	96830484	1739898880	3.6208126545	3.9938166142	4.0341472626
66	2.6000000000	0.0040779728	0.0030253198	0.0055015511	0.0051955713	0.0876530000	0.0081220000	0.0366050000	0.0000170000	0.0001970000	0.0386660000	8061596	96830484	1740533760	3.6103200912	3.9951486588	4.0361342430
67	2.6400000000	0.0040969332	0.0030413140	0.0055015511	0.0052466839	0.1105450000	0.0082940000	0.0493120000	0.0005200000	0.0002810000	0.0512190000	8063270	96830484	1741168640	3.6001145840	3.9975600243	4.0384063721
68	2.6800000000	0.0043201996	0.0030601212	0.0055015511	0.0052299538	0.0962100000	0.0076100000	0.0444090000	0.0000270000	0.0003350000	0.0397960000	8064944	96830484	1741783040	3.5891766548	3.9974367619	4.0377378464
69	2.7200000000	0.0043213847	0.0030784004	0.0055015511	0.0051933888	0.1614540000	0.0077130000	0.0681930000	0.0003040000	0.0003830000	0.0806410000	8066618	96830484	1742417920	3.5796022415	3.9977006912	4.0422320366
70	2.7600000000	0.0044693355	0.0030982709	0.0055015511	0.0051654802	0.0918010000	0.0081780000	0.0431050000	0.0000260000	0.0010870000	0.0372320000	8068292	96830484	1743179776	3.5707454681	3.9996337891	4.0418829918
71	2.8000000000	0.0045017679	0.0031180384	0.0055015511	0.0052159198	0.1036800000	0.0077560000	0.0441930000	0.0002990000	0.0003900000	0.0466070000	8069966	96830484	1743835136	3.5635986328	4.0002326965	4.0388050079
72	2.8400000000	0.0048455861	0.0031420322	0.0055015511	0.0058973271	0.1115300000	0.0075330000	0.0544630000	0.0000250000	0.0006950000	0.0478680000	8071640	96830484	1744470016	3.5478820801	4.0054097176	4.0417695045
73	2.8800000000	0.0048695048	0.0031656962	0.0055015511	0.0059700889	0.1238080000	0.0075590000	0.0459840000	0.0004120000	0.0002780000	0.0686230000	8073314	96830484	1745104896	3.5378980637	4.0068230629	4.0434441566
74	2.9200000000	0.0049511874	0.0031898244	0.0055015511	0.0060608059	0.0897010000	0.0094010000	0.0388490000	0.0000190000	0.0002080000	0.0387950000	8074988	96830484	1745739776	3.5358490944	4.0085172653	4.0402970314
75	2.9600000000	0.0050919703	0.0032151864	0.0055015511	0.0061155850	0.1103970000	0.0076090000	0.0495400000	0.0003870000	0.0002720000	0.0516170000	8076662	96830484	1746374656	3.5346438885	4.0121569633	4.0375247002
76	3.0000000000	0.0050736363	0.0032396397	0.0055015511	0.0061499715	0.0915470000	0.0078280000	0.0431970000	0.0000240000	0.0003720000	0.0391060000	8078336	96830484	1746989056	3.5366401672	4.0152049065	4.0294260979
77	3.0400000000	0.0047360552	0.0032590736	0.0055015511	0.0061733563	0.1199370000	0.0075000000	0.0333550000	0.0002230000	0.0001810000	0.0741480000	8080010	96830484	1747623936	3.5357468128	4.0155305862	4.0226578712
78	3.0800000000	0.0043565077	0.0032731433	0.0055015511	0.0061424763	0.0915160000	0.0080190000	0.0454120000	0.0000280000	0.0003880000	0.0366800000	8081684	96830484	1748385792	3.5369172096	4.0168828964	4.0154690742
79	3.1200000000	0.0042994311	0.0032861343	0.0055015511	0.0061043897	0.1032840000	0.0080520000	0.0436100000	0.0009930000	0.0006560000	0.0441260000	8083358	96830484	1749041152	3.5298633575	4.0200643539	4.0133028030
80	3.1600000000	0.0040675509	0.0032959020	0.0055015511	0.0060687379	0.1032250000	0.0082580000	0.0517820000	0.0000230000	0.0003000000	0.0379230000	8085032	96830484	1749676032	3.5259122849	4.0230669975	4.0096015930
81	3.2000000000	0.0041678529	0.0033066668	0.0055015511	0.0060408441	0.1651210000	0.0080020000	0.0834940000	0.0003340000	0.0002760000	0.0719850000	8086706	96830484	1750310912	3.5140886307	4.0221219063	4.0126109123
82	3.2400000000	0.0043998412	0.0033199982	0.0055015511	0.0060490392	0.0964310000	0.0075400000	0.0516820000	0.0000260000	0.0003790000	0.0356690000	8088380	96830484	1750945792	3.5058853626	4.0222730637	4.0121889114
83	3.2800000000	0.0043142238	0.0033319768	0.0055015511	0.0060868578	0.0896880000	0.0075940000	0.0360980000	0.0003040000	0.0001830000	0.0444050000	8090054	96830484	1751580672	3.4979877472	4.0243492126	4.0090532303
84	3.3200000000	0.0043057348	0.0033435692	0.0055015511	0.0060778952	0.1010400000	0.0072890000	0.0439080000	0.0000270000	0.0003400000	0.0439970000	8091728	96830484	1752195072	3.4852621555	4.0233669281	4.0093283653
85	3.3600000000	0.0045070788	0.0033572575	0.0055015511	0.0060685870	0.1654920000	0.0075590000	0.0615600000	0.0003100000	0.0008020000	0.0903250000	8093402	96830484	1752977408	3.4720706940	4.0242362022	4.0097379684
86	3.4000000000	0.0044985469	0.0033705283	0.0055015511	0.0061072585	0.1004140000	0.0078040000	0.0484970000	0.0000260000	0.0003890000	0.0383890000	8095076	96830484	1753575424	3.4570465088	4.0251402855	4.0137996674
87	3.4400000000	0.0041875807	0.0033799197	0.0055015511	0.0062326132	0.1074150000	0.0076650000	0.0453380000	0.0003110000	0.0004960000	0.0485530000	8096750	96830484	1754230784	3.4469785690	4.0238556862	4.0134696960
88	3.4800000000	0.0038636187	0.0033854163	0.0055015511	0.0063830350	0.1117710000	0.0075100000	0.0484310000	0.0000270000	0.0003200000	0.0543040000	8098424	96830484	1754865664	3.4335203171	4.0241293907	4.0137071609
89	3.5200000000	0.0040280754	0.0033926372	0.0055015511	0.0065297436	0.1454630000	0.0073580000	0.0539430000	0.0003100000	0.0002750000	0.0782500000	8100098	96830484	1755754496	3.4245235920	4.0243425369	4.0138111115
90	3.5600000000	0.0044007315	0.0034038383	0.0055015511	0.0066381226	0.0908100000	0.0084320000	0.0390080000	0.0000260000	0.0003110000	0.0418500000	8101772	96830484	1757384704	3.4175665379	4.0225892067	4.0125846863
91	3.6000000000	0.0041434229	0.0034119656	0.0055015511	0.0066784884	0.1065370000	0.0076400000	0.0397670000	0.0001990000	0.0001770000	0.0531220000	8103446	96830484	1759715328	3.4026882648	4.0212779045	4.0156178474
92	3.6400000000	0.0042125247	0.0034206673	0.0055015511	0.0066905032	0.1104600000	0.0075600000	0.0462730000	0.0000250000	0.0003020000	0.0532240000	8105120	96830484	1761320960	3.3876051903	4.0233893394	4.0208153725
93	3.6800000000	0.0041170446	0.0034281552	0.0055015511	0.0066699189	0.1369980000	0.0075610000	0.0419930000	0.0005310000	0.0002780000	0.0854900000	8106794	96830484	1762975744	3.3826262951	4.0225024223	4.0174160004
94	3.7200000000	0.0040446194	0.0034347134	0.0055015511	0.0066420503	0.1023660000	0.0077850000	0.0479490000	0.0000260000	0.0005120000	0.0428090000	8108468	96830484	1764622336	3.3753530979	4.0200648308	4.0169715881
95	3.7600000000	0.0041557457	0.0034423032	0.0055015511	0.0066274985	0.1129930000	0.0075260000	0.0459200000	0.0003920000	0.0002750000	0.0577040000	8110142	96830484	1766526976	3.3624577522	4.0213975906	4.0235295296
96	3.8000000000	0.0040876796	0.0034490258	0.0055015511	0.0065997821	0.1058550000	0.0076890000	0.0466490000	0.0000270000	0.0002860000	0.0453900000	8111816	96830484	1768054784	3.3521332741	4.0208735466	4.0231089592
97	3.8400000000	0.0042544981	0.0034573297	0.0055015511	0.0065660225	0.1491280000	0.0075700000	0.0529040000	0.0003240000	0.0002670000	0.0868640000	8113490	96830484	1769828352	3.3468501568	4.0181550980	4.0250072479
98	3.8800000000	0.0042286213	0.0034652000	0.0055015511	0.0065406206	0.0918080000	0.0078580000	0.0408700000	0.0000260000	0.0002870000	0.0415060000	8115164	96830484	1771606016	3.3322317600	4.0175247192	4.0290803909
99	3.9200000000	0.0043106712	0.0034737401	0.0055015511	0.0065134598	0.1099900000	0.0096470000	0.0438590000	0.0003440000	0.0002700000	0.0545940000	8116838	96830484	1770225664	3.3268041611	4.0189332962	4.0322213173
100	3.9600000000	0.0044734539	0.0034837372	0.0055015511	0.0064808071	0.0911040000	0.0074720000	0.0398540000	0.0000290000	0.0002930000	0.0421750000	8118512	96830484	1772003328	3.3189098835	4.0183291435	4.0362606049
101	4.0000000000	0.0041882480	0.0034907126	0.0055015511	0.0064511271	0.1431910000	0.0095550000	0.0504720000	0.0002920000	0.0003470000	0.0770130000	8120186	96830484	1770733568	3.3098516464	4.0166153908	4.0422801971
102	4.0400000000	0.0041925670	0.0034975935	0.0055015511	0.0064307157	0.0916610000	0.0097110000	0.0391150000	0.0000170000	0.0002030000	0.0414100000	8121860	96830484	1769574400	3.3061838150	4.0152354240	4.0438990593
103	4.0800000000	0.0041389293	0.0035038201	0.0055015511	0.0064001388	0.1242870000	0.0084060000	0.0462910000	0.0002970000	0.0003400000	0.0627810000	8123534	96830484	1767686144	3.2954325676	4.0147409439	4.0505323410
104	4.1200000000	0.0043298230	0.0035117624	0.0055015511	0.0063751894	0.1101470000	0.0075980000	0.0444160000	0.0000260000	0.0002910000	0.0549450000	8125208	96830484	1769357312	3.2831025124	4.0128850937	4.0633416176
105	4.1600000000	0.0042557004	0.0035188475	0.0055015511	0.0063732583	0.1459930000	0.0077140000	0.0408780000	0.0003220000	0.0002530000	0.0905490000	8126882	96830484	1770868736	3.2800943851	4.0127501488	4.0651073456
106	4.2000000000	0.0043538716	0.0035267251	0.0055015511	0.0063828762	0.1023370000	0.0100530000	0.0412710000	0.0000270000	0.0003430000	0.0446200000	8128556	96830484	1769627648	3.2739760876	4.0132474899	4.0701584816
107	4.2400000000	0.0044673840	0.0035355163	0.0055015511	0.0063663586	0.1297890000	0.0075350000	0.0481540000	0.0003360000	0.0003490000	0.0672350000	8130230	96830484	1771233280	3.2737646103	4.0100221634	4.0664815903
108	4.2800000000	0.0041306498	0.0035410268	0.0055015511	0.0063376871	0.1101410000	0.0096020000	0.0433290000	0.0000260000	0.0002920000	0.0511660000	8131904	96830484	1769971712	3.2635633945	4.0090322495	4.0749359131
109	4.3200000000	0.0042447792	0.0035474833	0.0055015511	0.0063186525	0.1487700000	0.0082840000	0.0485470000	0.0002910000	0.0002990000	0.0900120000	8133578	96830484	1771732992	3.2618064880	4.0092082024	4.0760221481
110	4.3600000000	0.0047176909	0.0035581215	0.0055015511	0.0063305631	0.0920200000	0.0100550000	0.0382420000	0.0000070000	0.0000850000	0.0422520000	8135252	96830484	1770479616	3.2547669411	4.0085148811	4.0843915939
111	4.4000000000	0.0043540760	0.0035652923	0.0055015511	0.0063283967	0.1031830000	0.0081440000	0.0369670000	0.0002030000	0.0002050000	0.0508080000	8136926	96830484	1768828928	3.2477731705	4.0073037148	4.0910882950
112	4.4400000000	0.0043636537	0.0035724205	0.0055015511	0.0063294602	0.1018160000	0.0078970000	0.0411840000	0.0000240000	0.0005200000	0.0455380000	8138600	96830484	1770594304	3.2398145199	4.0079445839	4.0989527702
113	4.4800000000	0.0044202693	0.0035799236	0.0055015511	0.0063361286	0.1427180000	0.0093820000	0.0434430000	0.0003230000	0.0003450000	0.0878780000	8140274	96830484	1769353216	3.2356603146	4.0078201294	4.1031579971
114	4.5200000000	0.0044310060	0.0035873892	0.0055015511	0.0063828275	0.1080980000	0.0085290000	0.0462450000	0.0000250000	0.0003340000	0.0461020000	8141948	96830484	1771098112	3.2248780727	4.0076932907	4.1154446602
