SLAMBench Report run started:	2018-02-18 11:16:42

Properties:
=================

frame-limit: 0
log-file: output//violons_libkfusion-cpp_rgbd_dataset_freiburg1_xyz.log
input: datasets/TUM/freiburg1/rgbd_dataset_freiburg1_xyz.slam
load-library: build/lib/libkfusion-cpp-library.so
dse: false
help: false
negative-focal-length: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
Depth-intrinsics-parameters: 0.9235938,1.229375,0.5171875,0.4875
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.8082812,1.076042,0.4978125,0.531875
RGB-intrinsics-parameters: 0.8082812,1.076042,0.4978125,0.531875
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	CUDA_Memory	X	Y	Z
53	1305031103.9112210274	0.0556049198	0.0489367466	0.0811941326	0.0188718575	2.5238010000	0.9496900000	0.2089810000	0.1119930000	0.6161680000	0.6363400000	109326142	0	1787105280	3.9778008461	3.9886214733	4.2391557693
54	1305031103.9432110786	0.0558935963	0.0490655771	0.0811941326	0.0187446690	1.8324930000	0.9461510000	0.2112910000	0.0000050000	0.6671230000	0.0073590000	109328360	0	1785581568	3.9789459705	3.9813523293	4.2256379128
55	1305031103.9753730297	0.0520226732	0.0491193425	0.0811941326	0.0186829935	2.0615910000	0.9450920000	0.3144030000	0.1127980000	0.6814650000	0.0072430000	109330546	0	1787232256	3.9804711342	3.9784049988	4.2111053467
56	1305031104.0112318993	0.0503251031	0.0491408739	0.0811941326	0.0188758825	1.9633180000	0.9450270000	0.2823220000	0.0000050000	0.7281110000	0.0073180000	109332764	0	1785327616	3.9830892086	3.9732604027	4.1966261864
57	1305031104.0432488918	0.0481390208	0.0491232976	0.0811941326	0.0188147449	2.9903440000	0.9622640000	0.4264040000	0.1137690000	0.7323150000	0.7547330000	109334982	0	1787232256	3.9866814613	3.9676442146	4.1817464828
58	1305031104.0754249096	0.0415161066	0.0489921391	0.0811941326	0.0188506283	1.9881650000	0.9439330000	0.2837830000	0.0000050000	0.7525670000	0.0072540000	109337136	0	1785327616	3.9870510101	3.9672522545	4.1664109230
59	1305031104.1112349033	0.0357069932	0.0487669671	0.0811941326	0.0187794316	2.1298370000	0.9317290000	0.3157980000	0.1143780000	0.7600670000	0.0072060000	109339386	0	1786978304	3.9885196686	3.9667413235	4.1516208649
60	1305031104.1432299614	0.0334506519	0.0485116952	0.0811941326	0.0187359254	2.1407890000	0.9364550000	0.4254280000	0.0000050000	0.7710730000	0.0072150000	109341604	0	1785581568	3.9907495975	3.9611549377	4.1371169090
61	1305031104.1754240990	0.0298741609	0.0482061619	0.0811941326	0.0186805621	3.0653750000	0.9376890000	0.4224640000	0.1204910000	0.7831340000	0.8009480000	109343758	0	1787359232	3.9872703552	3.9578437805	4.1231193542
62	1305031104.2112829685	0.0269847568	0.0478638811	0.0811941326	0.0185807093	2.0017060000	0.9315230000	0.2426960000	0.0000050000	0.8195840000	0.0072690000	109346008	0	1785200640	3.9879837036	3.9558665752	4.1095018387
63	1305031104.2431960106	0.0239635687	0.0474845111	0.0811941326	0.0184578267	2.3307320000	0.9326150000	0.4285420000	0.1153680000	0.8463460000	0.0072280000	109348226	0	1786851328	3.9891364574	3.9525108337	4.0963702202
64	1305031104.2755460739	0.0196981262	0.0470503488	0.0811941326	0.0183190889	2.1329190000	0.9255200000	0.3148310000	0.0000040000	0.8846290000	0.0073260000	109350380	0	1785200640	3.9895737171	3.9513292313	4.0832099915
65	1305031104.3112189770	0.0163900405	0.0465786518	0.0811941326	0.0182212062	3.2035940000	0.9307730000	0.2789990000	0.1159920000	0.9323700000	0.9448020000	109357750	0	1786859520	3.9909279346	3.9509551525	4.0705265999
66	1305031104.3433420658	0.0120250480	0.0460551123	0.0811941326	0.0181233113	2.0945260000	0.9198800000	0.2059420000	0.0000040000	0.9607690000	0.0072900000	109370464	0	1785335808	3.9924683571	3.9502577782	4.0582599640
67	1305031104.3758370876	0.0093925251	0.0455079095	0.0811941326	0.0180499002	2.3493620000	0.9493090000	0.2778340000	0.1174980000	0.9967770000	0.0073150000	109372618	0	1786851328	3.9931683540	3.9502377510	4.0463910103
68	1305031104.4115090370	0.0065287147	0.0449346861	0.0811941326	0.0179820626	2.2684320000	0.9194410000	0.3093870000	0.0000040000	1.0317120000	0.0071660000	109374868	0	1785200640	3.9934597015	3.9497323036	4.0350289345
69	1305031104.4432880878	0.0045518423	0.0443494275	0.0811941326	0.0179075684	3.4154440000	0.9137720000	0.2394890000	0.1170430000	1.0667970000	1.0776840000	109377054	0	1786851328	3.9937138557	3.9486780167	4.0246386528
70	1305031104.4754559994	0.0045628045	0.0437810471	0.0811941326	0.0178323853	2.2299480000	0.8990350000	0.2381900000	0.0000040000	1.0848430000	0.0072180000	109379240	0	1784946688	3.9928417206	3.9481415749	4.0151948929
71	1305031104.5113289356	0.0073779025	0.0432683268	0.0811941326	0.0179126799	2.4592960000	0.9150840000	0.3171830000	0.1175780000	1.1016260000	0.0071730000	109381490	0	1786724352	3.9901728630	3.9458968639	4.0059685707
72	1305031104.5433681011	0.0059308964	0.0427497514	0.0811941326	0.0178840719	2.3265360000	0.9167530000	0.2766630000	0.0000050000	1.1251690000	0.0072820000	109383708	0	1785581568	3.9909224510	3.9422197342	3.9962759018
73	1305031104.5753428936	0.0045464244	0.0422264181	0.0811941326	0.0179908859	3.5856750000	0.9247200000	0.2399350000	0.1184530000	1.1447500000	1.1569880000	109385830	0	1787232256	3.9940617085	3.9403276443	3.9862864017
74	1305031104.6113359928	0.0067652753	0.0417472135	0.0811941326	0.0186724734	2.3686420000	0.9285240000	0.2428710000	0.0000040000	1.1892840000	0.0072980000	109388112	0	1785454592	3.9984314442	3.9357645512	3.9751830101
75	1305031104.6432430744	0.0103576584	0.0413286861	0.0811941326	0.0186699010	2.5342030000	0.9484490000	0.2427150000	0.1193930000	1.2156260000	0.0073270000	109390298	0	1786978304	4.0061759949	3.9320619106	3.9621164799
76	1305031104.6755249500	0.0169438403	0.0410078329	0.0811941326	0.0185513485	2.4984890000	0.9520940000	0.2437490000	0.0000050000	1.2946020000	0.0073660000	109392484	0	1785327616	4.0107798576	3.9379723072	3.9479608536
77	1305031104.7112770081	0.0213061925	0.0407519674	0.0811941326	0.0187354207	4.1085090000	0.9845890000	0.3409590000	0.1206370000	1.3158010000	1.3458110000	109394734	0	1786851328	4.0134258270	3.9396541119	3.9331388474
78	1305031104.7432799339	0.0287525691	0.0405981290	0.0811941326	0.0186356346	2.6262130000	0.9466090000	0.2757840000	0.0000050000	1.3958240000	0.0073030000	109396920	0	1785225216	4.0139541626	3.9449656010	3.9176712036
79	1305031104.7753269672	0.0388373770	0.0405758410	0.0811941326	0.0185394041	2.7590170000	0.9518290000	0.3016130000	0.1222800000	1.3751930000	0.0073040000	109399074	0	1786732544	4.0166726112	3.9519217014	3.9037382603
80	1305031104.8114650249	0.0465703495	0.0406507723	0.0811941326	0.0184689477	2.7698200000	0.9527940000	0.3822610000	0.0000030000	1.4267100000	0.0073290000	109401356	0	1785327616	4.0193276405	3.9573619366	3.8916387558
81	1305031104.8432579041	0.0573870875	0.0408573935	0.0811941326	0.0183794729	4.3105090000	0.9363100000	0.3352570000	0.1234700000	1.4248460000	1.4898930000	109403542	0	1786851328	4.0244417191	3.9650015831	3.8812289238
82	1305031104.8753499985	0.0630046427	0.0411274819	0.0811941326	0.0184004252	2.8325640000	0.9418010000	0.4163160000	0.0000030000	1.4664220000	0.0073070000	109405728	0	1785327616	4.0251870155	3.9698314667	3.8749327660
83	1305031104.9115340710	0.0690686256	0.0414641222	0.0811941326	0.0183347487	2.7821350000	0.9232000000	0.2701310000	0.1242120000	1.4565870000	0.0072740000	109407978	0	1786851328	4.0269064903	3.9757728577	3.8711757660
84	1305031104.9432621002	0.0730839297	0.0418405485	0.0811941326	0.0182314461	2.7732200000	0.8960460000	0.4108240000	0.0000030000	1.4584130000	0.0071950000	109410164	0	1785200640	4.0281925201	3.9795165062	3.8702700138
85	1305031104.9752020836	0.0747069940	0.0422272125	0.0811941326	0.0182087045	4.4469070000	0.9337130000	0.4132370000	0.1243970000	1.4542930000	1.5205370000	109412350	0	1786597376	4.0283055305	3.9818162918	3.8720920086
86	1305031105.0112900734	0.0784304813	0.0426481808	0.0811941326	0.0182793543	2.7893820000	0.9223010000	0.4155790000	0.0000030000	1.4434460000	0.0073030000	109414600	0	1785327616	4.0290665627	3.9877793789	3.8782486916
87	1305031105.0433731079	0.0813562050	0.0430931006	0.0813562050	0.0182332905	2.9044430000	0.9348010000	0.4186220000	0.1238200000	1.4191450000	0.0072930000	109416786	0	1786851328	4.0290980339	3.9938607216	3.8861074448
88	1305031105.0753200054	0.0782514066	0.0434926268	0.0813562050	0.0181648004	2.6130350000	0.9379950000	0.2807220000	0.0000020000	1.3862830000	0.0072910000	109418972	0	1785462784	4.0258746147	3.9942214489	3.8962523937
89	1305031105.1112990379	0.0760941952	0.0438589366	0.0813562050	0.0180779339	4.0728210000	0.9367690000	0.2821480000	0.1235590000	1.3465140000	1.3830740000	109421222	0	1786851328	4.0238981247	3.9939727783	3.9074742794
90	1305031105.1431059837	0.0710643977	0.0441612195	0.0813562050	0.0180664818	2.6648380000	0.9319300000	0.4238350000	0.0000030000	1.3010180000	0.0072790000	109423408	0	1785319424	4.0194606781	3.9925162792	3.9200346470
91	1305031105.1751589775	0.0692824647	0.0444372771	0.0813562050	0.0185150255	2.5819880000	0.9563170000	0.2472720000	0.1218500000	1.2483910000	0.0073760000	109425594	0	1786978304	4.0150990486	3.9975743294	3.9364800453
92	1305031105.2112679482	0.0653790310	0.0446649049	0.0813562050	0.0185421762	2.3975430000	0.9488370000	0.2459750000	0.0000020000	1.1946490000	0.0073070000	109427844	0	1785200640	4.0103564262	3.9986104965	3.9542918205
93	1305031105.2432699203	0.0548718944	0.0447746574	0.0813562050	0.0185383263	3.6170940000	0.9714720000	0.2434940000	0.1202240000	1.1301090000	1.1509600000	109430030	0	1786978304	4.0066847801	3.9912357330	3.9692187309
94	1305031105.2752881050	0.0486174561	0.0448155383	0.0813562050	0.0186980152	2.4607120000	0.9484010000	0.4256240000	0.0000020000	1.0784960000	0.0073860000	109432216	0	1785454592	4.0028624535	3.9906687737	3.9858410358
95	1305031105.3112900257	0.0421641618	0.0447876290	0.0813562050	0.0186871147	2.3641930000	0.9591110000	0.2462280000	0.1183720000	1.0322050000	0.0073630000	109434466	0	1787105280	3.9950418472	3.9886243343	4.0023002625
96	1305031105.3433020115	0.0337749235	0.0446729134	0.0813562050	0.0186121302	2.1924660000	0.9477150000	0.2455840000	0.0000020000	0.9910440000	0.0073110000	109436652	0	1785327616	3.9893145561	3.9846141338	4.0176591873
97	1305031105.3753380775	0.0263351221	0.0444838640	0.0813562050	0.0187479071	3.4164580000	0.9473430000	0.4250990000	0.1168190000	0.9534420000	0.9728990000	109438838	0	1787105280	3.9844572544	3.9794433117	4.0319042206
98	1305031105.4112861156	0.0249511953	0.0442845510	0.0813562050	0.0187805647	2.1212530000	0.9327190000	0.2436240000	0.0000030000	0.9367180000	0.0072810000	109441088	0	1785327616	3.9820997715	3.9786841869	4.0462808609
99	1305031105.4433159828	0.0221059937	0.0440605252	0.0813562050	0.0186979743	2.2178110000	0.9536460000	0.2475820000	0.1160650000	0.8923500000	0.0073170000	109443274	0	1786851328	3.9774780273	3.9830019474	4.0610270500
100	1305031105.4752800465	0.0181168821	0.0438010888	0.0813562050	0.0186310338	2.0337150000	0.9291200000	0.2337940000	0.0000030000	0.8626400000	0.0072770000	109445460	0	1785200640	3.9745800495	3.9801461697	4.0750970840
101	1305031105.5113320351	0.0191109963	0.0435566324	0.0813562050	0.0186127645	3.1616070000	0.9396900000	0.4213570000	0.1150930000	0.8333470000	0.8512270000	109447710	0	1786986496	3.9733746052	3.9811224937	4.0892219543
102	1305031105.5432820320	0.0173205603	0.0432994160	0.0813562050	0.0185425775	1.9562110000	0.9315560000	0.2078680000	0.0000030000	0.8087070000	0.0072430000	109449896	0	1785225216	3.9719123840	3.9825756550	4.1032233238
103	1305031105.5754489899	0.0173556991	0.0430475353	0.0813562050	0.0184573021	2.1721590000	0.9589870000	0.3124900000	0.1141980000	0.7784510000	0.0071830000	109452082	0	1787113472	3.9712038040	3.9818074703	4.1167268753
104	1305031105.6113779545	0.0208591074	0.0428341850	0.0813562050	0.0183736701	1.9200100000	0.9179720000	0.2409680000	0.0000030000	0.7529760000	0.0072470000	109454332	0	1785208832	3.9703288078	3.9835667610	4.1304054260
105	1305031105.6432731152	0.0232939683	0.0426480877	0.0813562050	0.0183505342	2.6669400000	0.9124220000	0.1742640000	0.1133010000	0.7245430000	0.7415480000	109456518	0	1786978304	3.9703412056	3.9824836254	4.1442513466
106	1305031105.6751658916	0.0235827826	0.0424682263	0.0813562050	0.0183145288	1.8568100000	0.9006330000	0.2398220000	0.0000030000	0.7083770000	0.0071220000	109458704	0	1785073664	3.9691970348	3.9850571156	4.1583395004
107	1305031105.7113089561	0.0277896319	0.0423310432	0.0813562050	0.0184037847	2.0102220000	0.9201910000	0.2759940000	0.1125740000	0.6933660000	0.0072410000	109460954	0	1786851328	3.9711818695	3.9876520634	4.1717715263
108	1305031105.7433118820	0.0305792037	0.0422222299	0.0813562050	0.0183253563	1.8555650000	0.9316350000	0.2432100000	0.0000030000	0.6726020000	0.0072380000	109463140	0	1785327616	3.9726200104	3.9884457588	4.1854801178
109	1305031105.7753388882	0.0288875774	0.0420998936	0.0813562050	0.0182488523	2.8060760000	0.9370740000	0.4239730000	0.1118650000	0.6541610000	0.6781280000	109465326	0	1786978304	3.9729056358	3.9942038059	4.1993083954
110	1305031105.8112831116	0.0342794359	0.0420287985	0.0813562050	0.0181846730	1.8957830000	0.9353540000	0.3164170000	0.0000030000	0.6358350000	0.0073000000	109467576	0	1785327616	3.9726803303	3.9959821701	4.2128448486
111	1305031105.8432710171	0.0352651216	0.0419678645	0.0813562050	0.0181051436	1.9144270000	0.9347510000	0.2414490000	0.1108390000	0.6192740000	0.0072550000	109469762	0	1786978304	3.9726569653	3.9990546703	4.2265591621
112	1305031105.8753368855	0.0358870253	0.0419135713	0.0813562050	0.0180452272	1.8209630000	0.9276340000	0.2783600000	0.0000030000	0.6068440000	0.0071640000	109471948	0	1785200640	3.9746689796	4.0031199455	4.2401099205
